"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-111.705","51.125","POLLOCKVILLE AGDM","3025243","AB","-0.6","3","NA","16.7","3","-16.3","3","","","NA","2.2","3","NA","","0","","","NA","502.5","0.0"
"-113.600","52.433","PRENTISS","3025297","AB","0.3","0","NA","13.4","0","-13.3","0","","","NA","4.1","0","NA","","1","","","NA","529.8","0.0"
"-113.894","52.182","RED DEER REGIONAL A","3025484","AB","-1.3","0","NA","12.7","0","-19.0","0","","","NA","2.7","0","NA","","1","","","NA","579.7","0.0"
"-113.620","53.692","ST. ALBERT RESEARCH STATION","3025750","AB","-0.6","0","NA","14.6","0","-14.7","0","","","NA","0.8","0","NA","","0","","","NA","558.9","0.0"
"-110.091","50.307","SCHULER AGDM","3025768","AB","0.5","3","NA","15.3","3","-12.2","3","","","NA","7.4","3","NA","","2","","","NA","472.6","0.0"
"-111.646","51.463","SHEERNESS AGCM","3025890","AB","0.2","3","NA","15.0","3","-12.8","3","","","NA","4.3","3","NA","","1","","","NA","480.4","0.0"
"-111.388","51.301","SUNNYNOOK AGCM","3026264","AB","-1.5","3","NA","15.5","3","-18.8","3","","","NA","4.3","5","NA","","1","","","NA","525.9","0.0"
"-113.206","51.768","THREE HILLS","3026479","AB","-1.0","3","NA","15.0","3","-17.9","3","","","NA","7.3","3","NA","","2","","","NA","514.2","0.0"
"-111.955","50.895","VERGER","3026800","AB","0.2","3","NA","16.8","3","-12.9","3","","","NA","2.1","5","NA","0.0","1","","","NA","481.3","0.0"
"-114.683","51.778","SUNDRE A","3026KNQ","AB","-1.2","1","NA","18.8","1","-18.5","1","","","NA","4.5","1","NA","2.0","2","","","NA","555.4","0.0"
"-113.591","51.936","WIMBORNE AGCM","3027582","AB","-0.6","3","NA","13.9","3","-18.7","3","","","NA","5.6","3","NA","","1","","","NA","503.3","0.0"
"-113.434","49.528","ARDENVILLE","3030200","AB","2.7","2","NA","14.0","2","-10.6","2","","","NA","2.5","4","NA","","1","","","NA","428.8","0.0"
"-114.013","50.512","AZURE","3030450","AB","1.9","3","NA","17.1","3","-13.2","3","","","NA","2.2","5","NA","","0","","","NA","434.1","0.0"
"-112.300","49.800","BARNWELL AGDM","3030525","AB","2.8","2","NA","16.8","2","-10.4","2","","","NA","4.3","2","NA","","1","","","NA","425.4","0.0"
"-113.224","50.026","BARONS AGCM","3030529","AB","2.0","3","NA","16.8","3","-11.0","3","","","NA","1.9","3","NA","","0","","","NA","433.3","0.0"
"-112.465","50.893","BASSANO AGCM","3030540","AB","0.4","2","NA","16.2","2","-14.2","2","","","NA","2.3","2","NA","","1","","","NA","493.5","0.0"
"-114.152","50.707","BLACK DIAMOND","3030680","AB","1.1","3","NA","17.8","3","-12.8","3","","","NA","4.6","4","NA","","2","","","NA","457.5","0.0"
"-113.640","50.546","BLACKIE AGCM","3030690","AB","1.0","3","NA","16.7","3","-15.0","3","","","NA","2.1","4","NA","","0","","","NA","459.9","0.0"
"-113.050","49.567","BLOOD TRIBE AGDM","3030720","AB","2.3","3","NA","15.6","3","-11.7","3","","","NA","3.9","3","NA","","2","","","NA","423.0","0.0"
"-111.450","49.734","BOW ISLAND","3030768","AB","2.6","0","NA","17.8","0","-9.3","0","","","NA","3.4","0","NA","","2","","","NA","460.9","0.0"
"-113.817","49.617","BROCKET AGDM","3030830","AB","2.5","3","NA","14.2","3","-12.1","3","","","NA","1.9","3","NA","","1","","","NA","418.9","0.0"
"-110.484","50.339","BULL SPRINGS AGCM","3030879","AB","1.5","2","NA","16.0","2","-11.2","2","","","NA","4.6","3","NA","","3","","","NA","462.2","0.0"
"-111.849","50.555","BROOKS","3030QLP","AB","0.9","0","NA","16.5","0","-12.5","0","","","NA","0.8","0","NA","","0","","","NA","512.2","0.0"
"-114.013","51.123","CALGARY INTL A","3031092","AB","1.9","1","NA","15.6","1","-10.2","1","5.2","0","NA","3.4","0","NA","","1","","","NA","467.2","0.0"
"-114.000","51.109","CALGARY INT'L CS","3031094","AB","1.6","1","NA","15.3","1","-11.3","1","","","NA","4.7","1","NA","","2","","","NA","475.3","0.0"
"-114.371","51.105","CALGARY SPRINGBANK A","3031109","AB","0.0","0","NA","14.9","0","-17.2","0","","","NA","2.5","0","NA","","1","","","NA","541.3","0.0"
"-113.286","49.201","CARDSTON","3031322","AB","2.8","2","NA","14.9","2","-11.9","2","","","NA","13.4","2","NA","","2","","","NA","425.2","0.0"
"-113.376","49.001","CARWAY","3031402","AB","1.7","6","NA","12.3","6","-13.6","6","","","NA","10.5","6","NA","1.0","3","","","NA","391.4","0.0"
"-113.350","50.282","CHAMPION AGDM","3031480","AB","1.3","3","NA","16.9","3","-13.0","3","","","NA","2.3","3","NA","","1","","","NA","450.9","0.0"
"-113.639","50.004","CLARESHOLM","3031640","AB","2.7","0","NA","17.6","0","-12.2","0","","","NA","3.4","0","NA","","2","","","NA","460.1","0.0"
"-114.222","51.076","COP UPPER","3031875","AB","1.9","0","NA","13.8","0","-9.8","0","","","NA","5.0","0","NA","","2","","","NA","483.2","0.0"
"-112.433","50.183","ENCHANT AGDM","3032422","AB","2.7","3","NA","14.8","3","-9.5","3","","","NA","1.6","4","NA","","0","","","NA","413.0","0.0"
"-111.054","49.553","ETZIKOM AGCM","3032450","AB","1.2","3","NA","16.9","3","-11.2","3","","","NA","7.4","3","NA","","3","","","NA","453.8","0.0"
"-112.033","49.800","FINCASTLE AGDM","3032550","AB","3.0","3","NA","17.5","3","-11.0","3","","","NA","5.7","6","NA","","2","","","NA","404.5","0.0"
"-111.486","49.483","FOREMOST AGDM","3032642","AB","2.2","3","NA","17.0","3","-10.5","3","","","NA","4.4","4","NA","","2","","","NA","427.4","0.0"
"-113.379","49.786","FORT MACLEOD AGCM","3032683","AB","3.2","3","NA","14.4","3","-10.7","3","","","NA","3.6","5","NA","","2","","","NA","400.4","0.0"
"-112.941","50.934","GLEICHEN AGCM","3032801","AB","1.1","3","NA","15.4","3","-11.4","3","","","NA","4.6","3","NA","","2","","","NA","457.6","0.0"
"-111.733","49.874","GRASSY LAKE","3032927","AB","2.8","3","NA","17.3","3","-8.3","3","","","NA","5.0","3","NA","","3","","","NA","409.3","0.0"
"-114.292","50.869","PRIDDIS OBSERVATORY","3033505","AB","-0.9","23","NA","11.4","23","-11.2","23","","","NA","2.3","23","NA","","0","","","NA","132.4","0.0"
"-110.261","49.989","IRVINE AGCM","3033550","AB","2.1","3","NA","16.9","3","-11.4","3","","","NA","5.2","3","NA","","2","","","NA","428.0","0.0"
"-113.631","51.191","KEOMA AGCM","3033620","AB","0.7","3","NA","16.0","3","-13.8","3","","","NA","3.6","4","NA","","2","","","NA","467.5","0.0"
"-112.299","50.600","LATHOM AGCM","3033770","AB","1.2","3","NA","16.1","3","-11.2","3","","","NA","2.5","8","NA","","0","","","NA","453.8","0.0"
"-112.799","49.630","LETHBRIDGE","3033875","AB","2.7","0","NA","16.5","0","-12.1","0","","","NA","3.2","0","NA","","2","","","NA","459.8","0.0"
"-112.763","49.647","LETHBRIDGE AGTECH AGCM","3033877","AB","2.7","2","NA","16.2","2","-11.1","2","","","NA","3.5","3","NA","","1","","","NA","427.9","0.0"
"-112.768","49.695","LETHBRIDGE CDA","3033890","AB","3.6","0","NA","16.3","0","-10.4","0","","","NA","","","NA","","","","","NA","431.9","0.0"
"-112.783","49.700","LETHBRIDGE CDA 2","3033892","AB","","","NA","","","","","4.0","0","NA","4.2","0","NA","0.0","3","","","NA","",""
"-112.750","49.683","LETHBRIDGE DEMO FARM AGDM","3033897","AB","3.0","3","NA","16.2","3","-11.2","3","","","NA","0.4","18","NA","","0","","","NA","404.4","0.0"
"-110.721","50.019","MEDICINE HAT","3034479","AB","2.1","0","NA","15.9","0","-10.6","0","","","NA","0.0","0","NA","","0","","","NA","478.2","0.0"
"-110.717","50.025","MEDICINE HAT RCS","3034485","AB","2.3","1","NA","15.8","1","-9.6","1","","","NA","1.6","1","NA","","0","","","NA","456.1","0.0"
"-113.349","50.673","MOSSLEIGH AGCM","3034577","AB","1.1","3","NA","17.2","3","-12.6","3","","","NA","2.7","3","NA","","1","","","NA","457.3","0.0"
"-114.099","51.369","NIER AGDM","3034795","AB","1.6","3","NA","17.0","3","-10.5","3","","","NA","5.9","3","NA","","2","","","NA","442.0","0.0"
"-113.997","49.521","PINCHER CREEK","3035198","AB","1.7","0","NA","13.3","0","-13.6","0","","","NA","8.4","0","NA","","4","","","NA","488.4","0.0"
"-114.005","49.522","PINCHER CREEK CLIMATE","3035208","AB","1.8","1","NA","13.1","1","-13.4","1","","","NA","9.6","1","NA","","5","","","NA","471.1","0.0"
"-112.983","50.606","QUEENSTOWN","3035340","AB","2.2","0","4.5","17.0","0","-7.5","0","0.0","0","0.0","1.0","0","6.0","0.0","1","","","NA","473.7","0.0"
"-112.117","50.367","RAINIER AGCM","3035355","AB","1.2","3","NA","16.2","3","-11.4","3","","","NA","1.7","3","NA","","0","","","NA","453.3","0.0"
"-111.213","50.099","RALSTON AGCM","3035362","AB","2.2","3","NA","17.2","3","-9.9","3","","","NA","3.2","4","NA","","1","","","NA","426.0","0.0"
"-112.683","49.483","RAYMOND AGDM","3035422","AB","3.3","3","NA","16.0","3","-10.1","3","","","NA","3.6","7","NA","","1","","","NA","397.3","0.0"
"-111.701","50.265","ROLLING HILLS AGCM","3035530","AB","1.3","3","NA","16.1","3","-12.0","3","","","NA","1.4","4","NA","","0","","","NA","450.9","0.0"
"-112.050","50.833","ROSEMARY AGDM","3035650","AB","-0.1","4","NA","16.7","4","-13.2","4","","","NA","3.0","4","NA","","2","","","NA","470.9","0.0"
"-110.917","49.917","SEVEN PERSONS AGDM","3035845","AB","1.5","3","NA","16.0","3","-9.7","3","","","NA","3.0","3","NA","","2","","","NA","444.6","0.0"
"-110.215","50.732","SOCIAL PLAINS AGCM","3036040","AB","0.6","3","NA","14.7","3","-13.9","3","","","NA","3.6","3","NA","","1","","","NA","468.7","0.0"
"-112.982","51.228","STANDARD AGCM","3036086","AB","1.6","4","NA","15.8","4","-10.2","4","","","NA","2.3","15","NA","","1","","","NA","425.8","0.0"
"-113.883","50.183","STAVELY AAFC","3036099","AB","2.9","0","NA","15.8","0","-8.8","0","","","NA","5.7","0","NA","","2","","","NA","453.6","0.0"
