"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-110.102","53.019","RIVERCOURSE AGCM","3015501","AB","16.8","3","NA","31.9","3","2.5","3","","","NA","76.2","6","NA","","10","","","NA","53.7","20.7"
"-114.912","52.421","ROCKY MTN HOUSE (AUT)","3015523","AB","15.4","0","NA","31.2","0","-0.3","0","","","NA","70.7","0","NA","","8","","","NA","84.8","5.6"
"-112.422","52.792","ROSALIND AGCM","3015600","AB","16.6","3","NA","32.9","3","2.4","3","","","NA","53.8","7","NA","","7","","","NA","55.6","15.4"
"-111.453","54.282","ST. LINA AGCM","3015673","AB","15.9","3","NA","28.7","3","3.6","3","","","NA","57.1","17","NA","","6","","","NA","66.0","6.3"
"-111.272","54.011","ST. PAUL AGCM","3015676","AB","15.9","3","NA","30.4","3","2.7","3","","","NA","73.4","3","NA","","11","","","NA","68.5","8.7"
"-110.755","51.590","SEDALIA AGCM","3015797","AB","18.3","3","NA","34.0","3","1.7","3","","","NA","20.0","4","NA","","6","","","NA","33.7","41.0"
"-112.539","53.333","SHONTS AGCM","3015900","AB","16.0","3","NA","31.7","3","2.4","3","","","NA","72.5","3","NA","","6","","","NA","64.2","9.2"
"-112.499","54.278","SMOKY LAKE AGDM","3016022","AB","15.9","3","NA","28.7","3","4.0","3","","","NA","89.2","3","NA","","11","","","NA","65.8","6.6"
"-111.683","51.816","SPONDIN AGCM","3016070","AB","17.2","3","NA","34.0","3","0.2","3","","","NA","9.8","4","NA","","4","","","NA","45.4","23.6"
"-112.596","52.347","STETTLER AGDM","3016124","AB","17.2","3","NA","33.5","3","3.8","3","","","NA","25.4","3","NA","","6","","","NA","46.9","23.3"
"-113.895","53.217","THORSBY AGCM","3016441","AB","15.9","3","NA","30.6","3","3.3","3","","","NA","49.3","4","NA","","6","","","NA","68.0","9.4"
"-114.718","53.439","TOMAHAWK AGDM","3016505","AB","15.9","3","NA","28.9","3","3.8","3","","","NA","98.7","6","NA","","9","","","NA","66.8","7.5"
"-110.081","53.664","TULLIBY LAKE AGCM","3016593","AB","16.5","3","NA","30.4","3","1.0","3","","","NA","64.2","3","NA","","8","","","NA","55.6","14.1"
"-113.033","53.500","UNCAS","3016650","AB","","","NA","","","","","0.0","0","NA","82.0","0","NA","0.0","9","","","NA","",""
"-111.678","53.625","TWO HILLS AGDM","3016655","AB","16.7","3","NA","31.9","3","5.0","3","","","NA","63.3","3","NA","","10","","","NA","53.2","17.0"
"-110.882","53.344","VERMILION AGDM","3016802","AB","16.3","3","NA","31.6","3","1.6","3","","","NA","75.8","3","NA","","7","","","NA","60.7","12.8"
"-111.732","53.182","VIKING AGCM","3016841","AB","16.6","3","NA","31.8","3","3.6","3","","","NA","78.6","3","NA","","9","","","NA","54.6","16.6"
"-111.921","54.130","VILNA AGCM","3016852","AB","15.6","3","NA","29.4","3","2.1","3","","","NA","69.0","5","NA","","10","","","NA","72.0","5.7"
"-112.098","53.505","VEGREVILLE","3016GF0","AB","16.5","0","1.0","31.6","0","1.9","0","","","NA","62.9","0","121.0","","10","","","NA","59.6","14.0"
"-113.444","52.980","WETASKIWIN AGCM","3017282","AB","16.0","3","NA","31.9","3","1.8","3","","","NA","30.7","17","NA","","3","","","NA","67.1","10.2"
"-111.224","51.491","YOUNGSTOWN AGCM","3017705","AB","18.1","3","NA","34.2","3","4.9","3","","","NA","24.7","3","NA","","5","","","NA","33.5","36.5"
"-114.108","53.547","EDMONTON STONY PLAIN CS","301A001","AB","17.1","0","NA","30.3","0","5.5","0","","","NA","73.3","0","NA","","6","","","NA","49.9","20.7"
"-110.206","51.670","ESTHER 1","301B460","AB","18.1","0","NA","34.4","0","0.0","0","","","NA","10.9","0","NA","","3","","","NA","34.4","39.0"
"-111.096","52.829","WAINWRIGHT CFB AIRFIELD 21","301S001","AB","17.5","0","NA","33.2","0","1.7","0","","","NA","40.9","0","NA","","9","","","NA","42.8","28.5"
"-113.821","54.308","PIBROCH AGCM","301X001","AB","15.4","3","NA","29.3","3","2.0","3","","","NA","79.7","6","NA","","8","","","NA","74.6","1.6"
"-113.099","53.843","REDWATER INDUSTRIAL AGCM","301X002","AB","17.1","3","NA","31.3","3","-12.2","3","","","NA","71.0","5","NA","","8","","","NA","42.4","17.5"
"-110.025","53.358","LLOYDMINSTER LITE","301X003","AB","16.3","3","NA","31.7","3","3.2","3","","","NA","50.3","3","NA","0.0","7","","","NA","62.1","14.6"
"-110.317","51.066","ACADIA VALLEY","3020035","AB","19.2","3","NA","35.5","3","4.8","3","","","NA","15.9","3","NA","","4","","","NA","23.1","57.1"
"-111.006","50.810","ATLEE AGCM","3020405","AB","19.1","6","NA","35.3","6","5.7","6","","","NA","10.0","6","NA","","3","","","NA","24.5","51.7"
"-113.357","51.379","BEISEKER AGCM","3020610","AB","16.6","3","NA","34.4","3","-1.4","3","","","NA","19.9","5","NA","","7","","","NA","55.9","16.6"
"-112.803","51.998","BIG VALLEY AGCM","3020679","AB","18.0","3","NA","33.0","3","4.1","3","","","NA","31.2","3","NA","","5","","","NA","35.9","35.0"
"-110.686","50.798","BUFFALO AGCM","3020950","AB","19.5","3","NA","36.5","3","4.4","3","","","NA","9.1","3","NA","","3","","","NA","22.9","65.4"
"-111.221","51.024","CABIN LAKE AGCM","3021000","AB","18.8","3","NA","35.3","3","2.9","3","","","NA","","","NA","","","","","NA","31.4","52.6"
"-110.797","51.067","CAPPON","3021200","AB","18.5","3","NA","34.9","3","3.6","3","","","NA","19.9","3","NA","","7","","","NA","34.3","47.9"
"-110.824","51.276","CEREAL AGCM","3021463","AB","18.5","3","NA","35.1","3","1.8","3","","","NA","15.7","3","NA","","6","","","NA","31.8","45.2"
"-112.252","51.775","CRAIGMYLE AGCM","3021912","AB","17.0","3","NA","34.0","3","2.5","3","","","NA","8.9","3","NA","","3","","","NA","48.5","21.8"
"-112.677","51.445","DRUMHELLER EAST","30221LG","AB","19.9","0","NA","36.4","0","4.0","0","","","NA","9.8","0","NA","","3","","","NA","19.1","77.6"
"-112.097","51.053","FINNEGAN AGCM","3022650","AB","18.3","8","NA","34.8","8","1.6","8","","","NA","17.2","19","NA","","5","","","NA","29.2","35.5"
"-112.135","51.453","HAND HILLS AGCM","3022990","AB","17.4","3","NA","33.4","3","3.8","3","","","NA","7.7","3","NA","","3","","","NA","45.4","27.2"
"-114.486","52.310","HESPERO AGCM","3023200","AB","15.2","3","NA","30.2","3","1.4","3","","","NA","87.2","4","NA","","6","","","NA","83.5","4.4"
"-112.500","51.183","HUSSAR AGDM","3023402","AB","17.8","3","NA","33.3","3","4.0","3","","","NA","11.6","4","NA","","4","","","NA","39.7","33.1"
"-110.359","51.913","KIRRIEMUIR AGCM","3023660","AB","17.3","7","NA","33.7","7","0.8","7","","","NA","12.8","7","NA","","4","","","NA","39.1","22.2"
"-113.756","52.449","LACOMBE CDA 2","3023722","AB","16.4","0","NA","31.9","0","2.6","0","","","NA","32.5","0","NA","","4","","","NA","64.2","13.7"
"-114.473","52.553","LEEDALE AGDM","3023740","AB","14.9","3","NA","30.9","3","0.5","3","","","NA","46.7","7","NA","","6","","","NA","90.3","4.4"
"-113.656","51.619","LINDEN AGCM","3023850","AB","15.3","7","NA","32.3","7","0.0","7","","","NA","55.8","8","NA","","7","","","NA","69.6","5.7"
"-110.341","49.458","LODGE CREEK","3023900","AB","18.2","11","NA","34.1","11","4.6","11","","","NA","5.2","11","NA","","1","","","NA","19.3","23.7"
"-112.675","51.660","MORRIN AGDM","3024668","AB","17.6","3","NA","33.9","3","2.2","3","","","NA","10.9","3","NA","","3","","","NA","38.6","28.5"
"-114.085","51.759","OLDS AGDM","3024925","AB","15.9","3","NA","31.7","3","1.5","3","","","NA","51.3","4","NA","","7","","","NA","68.2","10.5"
"-110.350","51.383","OYEN AGDM","3024965","AB","18.2","3","NA","34.6","3","2.8","3","","","NA","17.3","5","NA","","7","","","NA","35.3","40.3"
"-111.621","50.740","PATRICIA AGCM","3025013","AB","19.1","3","NA","35.4","3","4.0","3","","","NA","25.3","3","NA","","6","","","NA","24.6","54.3"
"-111.705","51.125","POLLOCKVILLE AGDM","3025243","AB","18.6","3","NA","35.1","3","2.4","3","","","NA","19.3","3","NA","","5","","","NA","29.8","45.5"
"-113.600","52.433","PRENTISS","3025297","AB","17.1","2","NA","31.5","2","3.6","2","","","NA","44.1","7","NA","","5","","","NA","49.1","23.6"
"-113.894","52.182","RED DEER REGIONAL A","3025484","AB","16.3","1","NA","31.1","1","1.7","1","","","NA","52.0","1","NA","","4","","","NA","62.9","10.8"
"-113.620","53.692","ST. ALBERT RESEARCH STATION","3025750","AB","16.4","0","NA","31.2","0","5.0","0","","","NA","88.5","0","NA","","10","","","NA","61.1","11.8"
"-110.091","50.307","SCHULER AGDM","3025768","AB","19.3","3","NA","35.3","3","5.5","3","","","NA","25.7","3","NA","","5","","","NA","22.8","58.6"
"-111.646","51.463","SHEERNESS AGCM","3025890","AB","18.5","3","NA","34.0","3","5.6","3","","","NA","11.6","3","NA","","3","","","NA","31.1","43.7"
"-111.388","51.301","SUNNYNOOK AGCM","3026264","AB","17.7","3","NA","34.9","3","2.9","3","","","NA","16.2","4","NA","","4","","","NA","39.5","32.4"
"-113.206","51.768","THREE HILLS","3026479","AB","16.3","3","NA","33.2","3","-2.3","3","","","NA","35.4","4","NA","","6","","","NA","59.7","12.8"
"-111.955","50.895","VERGER","3026800","AB","18.0","9","NA","34.7","9","0.8","9","","","NA","19.8","10","NA","","6","","","NA","29.7","29.6"
"-114.683","51.778","SUNDRE A","3026KNQ","AB","15.2","0","NA","31.0","0","0.6","0","","","NA","56.7","0","NA","","7","","","NA","91.4","5.4"
"-113.591","51.936","WIMBORNE AGCM","3027582","AB","15.8","6","NA","31.7","6","-0.4","6","","","NA","20.0","18","NA","","4","","","NA","65.1","10.5"
"-113.434","49.528","ARDENVILLE","3030200","AB","18.8","3","NA","36.1","3","4.9","3","","","NA","44.3","6","NA","","4","","","NA","21.2","44.7"
"-114.013","50.512","AZURE","3030450","AB","17.4","3","NA","36.0","3","2.3","3","","","NA","75.9","6","NA","","7","","","NA","44.9","26.7"
"-112.300","49.800","BARNWELL AGDM","3030525","AB","19.1","3","NA","37.0","3","3.3","3","","","NA","15.8","3","NA","","4","","","NA","17.6","49.0"
"-113.224","50.026","BARONS AGCM","3030529","AB","18.3","3","NA","36.8","3","3.8","3","","","NA","34.9","3","NA","","5","","","NA","25.9","33.3"
"-112.465","50.893","BASSANO AGCM","3030540","AB","18.4","3","NA","35.0","3","1.8","3","","","NA","22.6","3","NA","","6","","","NA","29.8","41.2"
"-114.152","50.707","BLACK DIAMOND","3030680","AB","16.8","3","NA","35.0","3","0.8","3","","","NA","58.2","3","NA","","8","","","NA","53.0","18.6"
"-113.640","50.546","BLACKIE AGCM","3030690","AB","16.8","4","NA","35.6","4","-0.7","4","","","NA","52.7","5","NA","","7","","","NA","51.9","19.2"
"-113.050","49.567","BLOOD TRIBE AGDM","3030720","AB","18.0","3","NA","36.4","3","3.2","3","","","NA","26.2","4","NA","","3","","","NA","30.6","30.2"
"-111.450","49.734","BOW ISLAND","3030768","AB","19.2","0","NA","35.8","0","5.7","0","","","NA","16.7","0","NA","","3","","","NA","17.6","56.3"
"-113.817","49.617","BROCKET AGDM","3030830","AB","18.5","3","NA","36.2","3","4.9","3","","","NA","80.5","3","NA","","3","","","NA","22.2","37.2"
"-110.484","50.339","BULL SPRINGS AGCM","3030879","AB","19.8","11","NA","35.2","11","6.1","11","","","NA","12.6","11","NA","","5","","","NA","8.0","44.2"
"-111.849","50.555","BROOKS","3030QLP","AB","19.1","0","NA","35.7","0","3.6","0","","","NA","13.1","0","NA","","5","","","NA","23.3","57.7"
"-114.013","51.123","CALGARY INTL A","3031092","AB","18.4","0","NA","33.8","0","5.2","0","0.0","0","NA","50.7","0","NA","","7","","","NA","31.3","43.4"
"-114.000","51.109","CALGARY INT'L CS","3031094","AB","17.8","0","NA","33.9","0","4.2","0","","","NA","43.1","0","NA","","6","","","NA","38.3","31.5"
"-114.371","51.105","CALGARY SPRINGBANK A","3031109","AB","15.8","4","NA","32.4","4","2.1","4","","","NA","45.9","4","NA","","6","","","NA","64.4","6.0"
"-113.286","49.201","CARDSTON","3031322","AB","19.0","4","NA","35.7","4","3.0","4","","","NA","19.9","4","NA","","1","","","NA","19.9","47.9"
"-113.376","49.001","CARWAY","3031402","AB","17.2","4","NA","34.4","4","2.7","4","","","NA","54.7","4","NA","","4","","","NA","45.2","23.4"
"-113.350","50.282","CHAMPION AGDM","3031480","AB","17.8","3","NA","36.6","3","3.2","3","","","NA","23.2","3","NA","","4","","","NA","35.7","30.9"
"-113.639","50.004","CLARESHOLM","3031640","AB","18.2","0","NA","36.7","0","3.9","0","","","NA","25.5","0","NA","0.0","5","","","NA","29.1","34.3"
"-114.222","51.076","COP UPPER","3031875","AB","17.9","0","NA","34.1","0","3.9","0","","","NA","41.9","0","NA","","6","","","NA","40.1","36.6"
"-112.433","50.183","ENCHANT AGDM","3032422","AB","18.3","3","NA","34.0","3","5.0","3","","","NA","23.2","3","NA","","4","","","NA","24.8","32.3"
"-111.054","49.553","ETZIKOM AGCM","3032450","AB","19.4","3","NA","36.3","3","5.0","3","","","NA","50.1","3","NA","","5","","","NA","19.8","58.2"
"-112.033","49.800","FINCASTLE AGDM","3032550","AB","19.4","3","NA","36.6","3","5.7","3","","","NA","8.5","14","NA","","1","","","NA","14.8","54.6"
"-111.486","49.483","FOREMOST AGDM","3032642","AB","19.2","3","NA","36.7","3","3.5","3","","","NA","36.6","3","NA","","3","","","NA","20.0","53.7"
"-113.379","49.786","FORT MACLEOD AGCM","3032683","AB","18.3","3","NA","35.6","3","5.1","3","","","NA","61.8","3","NA","","4","","","NA","23.1","30.6"
"-112.941","50.934","GLEICHEN AGCM","3032801","AB","17.9","3","NA","35.1","3","1.7","3","","","NA","20.0","3","NA","","4","","","NA","37.6","33.9"
"-111.733","49.874","GRASSY LAKE","3032927","AB","19.5","3","NA","36.1","3","5.6","3","","","NA","22.7","3","NA","","2","","","NA","16.1","58.4"
"-110.261","49.989","IRVINE AGCM","3033550","AB","20.4","3","NA","35.7","3","6.8","3","","","NA","38.4","5","NA","","3","","","NA","16.0","81.8"
"-113.631","51.191","KEOMA AGCM","3033620","AB","16.7","3","NA","35.0","3","-1.1","3","","","NA","31.8","10","NA","","7","","","NA","53.0","15.7"
"-112.299","50.600","LATHOM AGCM","3033770","AB","18.6","3","NA","35.8","3","3.4","3","","","NA","11.7","5","NA","","3","","","NA","26.8","43.2"
"-112.799","49.630","LETHBRIDGE","3033875","AB","19.1","1","NA","37.5","1","3.0","1","","","NA","23.0","1","NA","","5","","","NA","21.4","54.1"
"-112.763","49.647","LETHBRIDGE AGTECH AGCM","3033877","AB","18.5","3","NA","35.7","3","4.8","3","","","NA","40.2","8","NA","","5","","","NA","22.5","37.8"
"-112.768","49.695","LETHBRIDGE CDA","3033890","AB","19.9","0","NA","36.9","0","7.1","0","","","NA","","","NA","","","","","NA","14.1","72.7"
"-112.783","49.700","LETHBRIDGE CDA 2","3033892","AB","","","NA","","","","","0.0","0","NA","30.8","0","NA","0.0","5","","","NA","",""
"-112.750","49.683","LETHBRIDGE DEMO FARM AGDM","3033897","AB","18.9","3","NA","36.1","3","5.6","3","","","NA","24.0","6","NA","","4","","","NA","19.1","43.1"
"-110.721","50.019","MEDICINE HAT","3034479","AB","20.8","1","NA","36.4","1","6.9","1","","","NA","0.0","9","NA","","0","","","NA","11.9","96.2"
"-110.717","50.025","MEDICINE HAT RCS","3034485","AB","20.7","0","NA","36.4","0","7.4","0","","","NA","13.4","0","NA","","3","","","NA","12.7","96.3"
"-113.349","50.673","MOSSLEIGH AGCM","3034577","AB","17.2","3","NA","35.7","3","1.3","3","","","NA","9.9","3","NA","","4","","","NA","45.6","23.3"
"-114.099","51.369","NIER AGDM","3034795","AB","15.7","4","NA","33.3","3","0.5","4","","","NA","82.3","5","NA","","8","","","NA","75.3","12.0"
"-113.997","49.521","PINCHER CREEK","3035198","AB","18.3","3","NA","35.5","3","3.6","3","","","NA","27.2","3","NA","","1","","","NA","25.1","34.1"
"-114.005","49.522","PINCHER CREEK CLIMATE","3035208","AB","18.2","0","NA","35.3","0","3.9","0","","","NA","59.1","0","NA","","3","","","NA","29.5","34.4"
"-112.983","50.606","QUEENSTOWN","3035340","AB","19.2","0","2.0","36.0","0","4.0","0","0.0","0","0.0","21.8","0","44.0","0.0","4","","","NA","24.3","60.7"
"-112.803","50.598","QUEENSTOWN","3035342","AB","19.2","0","NA","36.5","0","2.0","0","","","NA","13.5","0","NA","","4","","","NA","24.3","61.7"
"-112.117","50.367","RAINIER AGCM","3035355","AB","19.0","3","NA","36.3","3","5.3","3","","","NA","11.5","3","NA","","4","","","NA","21.2","50.5"
"-111.213","50.099","RALSTON AGCM","3035362","AB","19.8","3","NA","36.1","3","5.3","3","","","NA","9.4","3","NA","","2","","","NA","19.1","70.8"
"-112.683","49.483","RAYMOND AGDM","3035422","AB","18.6","10","NA","36.0","10","2.5","10","","","NA","26.2","12","NA","","3","","","NA","18.1","31.7"
"-111.701","50.265","ROLLING HILLS AGCM","3035530","AB","18.8","3","NA","35.8","3","4.9","3","","","NA","9.6","3","NA","","2","","","NA","24.6","45.9"
"-112.050","50.833","ROSEMARY AGDM","3035650","AB","17.9","8","NA","35.0","8","0.9","8","","","NA","25.6","8","NA","","6","","","NA","30.9","28.0"
"-110.917","49.917","SEVEN PERSONS AGDM","3035845","AB","19.5","3","NA","35.8","3","5.7","3","","","NA","13.2","3","NA","","2","","","NA","20.1","62.9"
"-110.215","50.732","SOCIAL PLAINS AGCM","3036040","AB","19.6","11","NA","34.6","11","5.8","11","","","NA","14.2","11","NA","","3","","","NA","13.6","45.6"
"-112.982","51.228","STANDARD AGCM","3036086","AB","18.7","5","NA","34.3","4","4.2","5","","","NA","10.9","7","NA","","4","","","NA","24.4","41.5"
"-113.883","50.183","STAVELY AAFC","3036099","AB","17.6","2","NA","33.2","2","3.5","2","","","NA","51.2","2","NA","","5","","","NA","48.5","37.4"
"-113.283","51.033","STRATHMORE AGDM","3036205","AB","17.7","3","NA","32.9","3","3.1","3","","","NA","39.3","3","NA","","6","","","NA","36.4","28.3"
"-112.124","49.792","TABER","3036360","AB","23.2","26","NA","36.0","24","6.5","23","0.0","24","NA","1.0","24","NA","","1","","","NA","0.0","26.2"
"-111.321","50.456","TIDE LAKE AGCM","3036485","AB","19.6","3","NA","36.4","3","5.0","3","","","NA","10.8","3","NA","","4","","","NA","21.5","65.3"
"-112.863","50.304","TRAVERS AGCM","3036500","AB","18.9","3","NA","36.2","3","4.5","3","","","NA","20.5","3","NA","","5","","","NA","23.3","47.9"
"-112.133","50.050","VAUXHALL CDA CS","3036682","AB","20.2","28","NA","32.7","28","9.1","28","","","NA","","","NA","","","","","NA","0.0","6.6"
"-112.117","49.500","WRENTHAM AGDM","3037675","AB","18.8","3","NA","36.3","3","1.8","3","","","NA","13.9","3","NA","","1","","","NA","25.5","46.8"
