"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-111.096","52.829","WAINWRIGHT CFB AIRFIELD 21","301S001","AB","-10.9","0","NA","6.5","0","-32.6","0","","","NA","4.3","0","NA","40.0","2","","","NA","809.5","0.0"
"-113.821","54.308","PIBROCH AGCM","301X001","AB","-10.7","0","NA","6.3","0","-36.9","0","","","NA","10.7","0","NA","0.0","4","","","NA","804.3","0.0"
"-110.317","51.066","ACADIA VALLEY","3020035","AB","-9.4","0","NA","4.5","0","-30.2","0","","","NA","2.8","1","NA","","0","","","NA","765.9","0.0"
"-111.006","50.810","ATLEE AGCM","3020405","AB","-8.6","1","NA","4.5","1","-31.1","1","","","NA","2.6","2","NA","","0","","","NA","718.5","0.0"
"-113.357","51.379","BEISEKER AGCM","3020610","AB","-9.1","1","NA","7.1","1","-34.2","1","","","NA","9.3","1","NA","","4","","","NA","732.7","0.0"
"-112.803","51.998","BIG VALLEY AGCM","3020679","AB","-8.7","1","NA","6.6","1","-31.1","1","","","NA","4.9","1","NA","","1","","","NA","719.6","0.0"
"-110.686","50.798","BUFFALO AGCM","3020950","AB","-7.6","1","NA","6.8","1","-29.8","1","","","NA","2.7","2","NA","","0","","","NA","690.8","0.0"
"-111.221","51.024","CABIN LAKE AGCM","3021000","AB","-9.9","0","NA","4.3","0","-31.1","0","","","NA","","","NA","","","","","NA","781.0","0.0"
"-110.797","51.067","CAPPON","3021200","AB","-10.4","1","NA","4.0","1","-31.8","1","","","NA","2.2","1","NA","","0","","","NA","765.6","0.0"
"-110.824","51.276","CEREAL AGCM","3021463","AB","-10.5","1","NA","3.8","1","-30.8","1","","","NA","2.1","1","NA","","0","","","NA","769.6","0.0"
"-112.252","51.775","CRAIGMYLE AGCM","3021912","AB","-9.5","1","NA","4.9","1","-31.7","1","","","NA","3.8","1","NA","","1","","","NA","742.9","0.0"
"-112.677","51.445","DRUMHELLER EAST","30221LG","AB","-7.7","1","NA","8.7","1","-30.0","1","","","NA","3.0","1","NA","0.0","2","","","NA","692.6","0.0"
"-112.097","51.053","FINNEGAN AGCM","3022650","AB","-9.2","1","NA","5.8","1","-32.6","1","","","NA","","","NA","","","","","NA","735.1","0.0"
"-112.135","51.453","HAND HILLS AGCM","3022990","AB","-9.3","0","NA","4.5","0","-31.9","0","","","NA","2.9","1","NA","","0","","","NA","763.3","0.0"
"-114.486","52.310","HESPERO AGCM","3023200","AB","-9.1","0","NA","9.6","0","-37.1","0","","","NA","14.3","1","NA","","6","","","NA","758.6","0.0"
"-112.500","51.183","HUSSAR AGDM","3023402","AB","-8.1","0","NA","5.1","0","-30.4","0","","","NA","3.4","1","NA","","0","","","NA","731.4","0.0"
"-110.359","51.913","KIRRIEMUIR AGCM","3023660","AB","-11.1","0","NA","6.1","0","-30.7","0","","","NA","2.7","10","NA","","1","","","NA","815.1","0.0"
"-113.756","52.449","LACOMBE CDA 2","3023722","AB","-9.4","0","NA","7.7","0","-35.4","0","","","NA","8.9","0","NA","20.0","5","","","NA","766.9","0.0"
"-114.473","52.553","LEEDALE AGDM","3023740","AB","-10.3","0","NA","7.4","0","-40.3","0","","","NA","13.9","1","NA","1.0","6","","","NA","792.3","0.0"
"-113.656","51.619","LINDEN AGCM","3023850","AB","-8.2","0","NA","8.7","0","-35.9","0","","","NA","11.1","0","NA","","3","","","NA","734.2","0.0"
"-110.341","49.458","LODGE CREEK","3023900","AB","-8.8","1","NA","5.4","1","-33.5","1","","","NA","4.5","3","NA","","1","","","NA","723.3","0.0"
"-112.675","51.660","MORRIN AGDM","3024668","AB","-9.3","0","NA","5.9","0","-30.9","0","","","NA","2.6","0","NA","","0","","","NA","764.0","0.0"
"-114.085","51.759","OLDS AGDM","3024925","AB","-7.6","0","NA","7.9","0","-33.8","0","","","NA","14.0","0","NA","","4","","","NA","716.4","0.0"
"-110.350","51.383","OYEN AGDM","3024965","AB","-10.8","0","NA","4.6","0","-30.4","0","","","NA","1.7","0","NA","0.0","0","","","NA","805.7","0.0"
"-111.621","50.740","PATRICIA AGCM","3025013","AB","-7.3","1","NA","6.7","1","-32.1","1","","","NA","4.5","1","NA","","1","","","NA","682.7","0.0"
"-111.705","51.125","POLLOCKVILLE AGDM","3025243","AB","-10.6","1","NA","5.8","1","-33.4","1","","","NA","1.6","1","NA","","0","","","NA","772.6","0.0"
"-113.600","52.433","PRENTISS","3025297","AB","-8.0","3","NA","6.1","3","-32.8","3","","","NA","7.7","8","NA","","4","","","NA","648.8","0.0"
"-113.894","52.182","RED DEER REGIONAL A","3025484","AB","-9.7","0","NA","7.2","0","-35.5","0","","","NA","2.8","0","NA","","1","","","NA","774.7","0.0"
"-113.620","53.692","ST. ALBERT RESEARCH STATION","3025750","AB","-9.5","0","NA","6.6","0","-35.7","0","","","NA","12.6","0","NA","","4","","","NA","769.5","0.0"
"-110.091","50.307","SCHULER AGDM","3025768","AB","-7.4","1","NA","5.3","1","-30.2","1","","","NA","4.1","2","NA","","1","","","NA","684.5","0.0"
"-111.646","51.463","SHEERNESS AGCM","3025890","AB","-9.7","0","NA","4.5","0","-30.4","0","","","NA","2.5","0","NA","","0","","","NA","775.8","0.0"
"-111.388","51.301","SUNNYNOOK AGCM","3026264","AB","-11.3","1","NA","3.5","1","-33.0","1","","","NA","1.7","2","NA","","0","","","NA","791.4","0.0"
"-113.206","51.768","THREE HILLS","3026479","AB","-9.2","0","NA","7.2","0","-33.9","0","","","NA","7.4","0","NA","","2","","","NA","762.9","0.0"
"-111.955","50.895","VERGER","3026800","AB","-9.1","1","NA","7.6","1","-33.3","1","","","NA","4.8","7","NA","","3","","","NA","730.4","0.0"
"-114.683","51.778","SUNDRE A","3026KNQ","AB","-8.4","0","NA","10.7","0","-39.2","0","","","NA","","","NA","16.0","","","","NA","740.4","0.0"
"-113.591","51.936","WIMBORNE AGCM","3027582","AB","-8.5","2","NA","7.0","2","-34.3","2","","","NA","7.3","4","NA","","2","","","NA","689.6","0.0"
"-113.434","49.528","ARDENVILLE","3030200","AB","-3.9","1","NA","7.8","1","-33.8","1","","","NA","15.4","4","NA","","2","","","NA","590.8","0.0"
"-114.013","50.512","AZURE","3030450","AB","-4.5","0","NA","10.9","0","-33.0","0","","","NA","20.2","2","NA","","5","","","NA","630.3","0.0"
"-112.300","49.800","BARNWELL AGDM","3030525","AB","-3.9","0","NA","10.4","0","-33.4","0","","","NA","11.6","0","NA","","3","","","NA","612.1","0.0"
"-113.224","50.026","BARONS AGCM","3030529","AB","-4.6","1","NA","9.9","1","-30.6","1","","","NA","8.0","3","NA","","3","","","NA","610.9","0.0"
"-112.465","50.893","BASSANO AGCM","3030540","AB","-8.6","0","NA","7.5","0","-32.6","0","","","NA","5.6","0","NA","","2","","","NA","744.7","0.0"
"-114.152","50.707","BLACK DIAMOND","3030680","AB","-6.2","0","NA","10.1","0","-36.0","0","","","NA","18.1","2","NA","","6","","","NA","678.9","0.0"
"-113.640","50.546","BLACKIE AGCM","3030690","AB","-6.2","0","NA","10.0","0","-30.2","0","","","NA","14.4","3","NA","","3","","","NA","676.2","0.0"
"-113.050","49.567","BLOOD TRIBE AGDM","3030720","AB","-3.9","1","NA","9.3","1","-33.2","1","","","NA","9.2","4","NA","","2","","","NA","590.5","0.0"
"-111.450","49.734","BOW ISLAND","3030768","AB","-4.4","0","NA","9.0","0","-31.9","0","","","NA","9.0","0","NA","","3","","","NA","626.2","0.0"
"-113.817","49.617","BROCKET AGDM","3030830","AB","","","NA","","","","","","","NA","13.5","0","NA","","3","","","NA","",""
"-110.484","50.339","BULL SPRINGS AGCM","3030879","AB","-5.9","0","NA","7.2","0","-29.2","0","","","NA","5.7","5","NA","","3","","","NA","670.3","0.0"
"-111.849","50.555","BROOKS","3030QLP","AB","-6.2","0","NA","9.9","0","-32.9","0","","","NA","10.1","0","NA","","2","","","NA","677.5","0.0"
"-114.013","51.123","CALGARY INTL A","3031092","AB","-5.0","0","NA","10.9","0","-29.7","0","32.1","0","NA","29.8","0","NA","10.0","5","","","NA","645.2","0.0"
"-114.000","51.109","CALGARY INT'L CS","3031094","AB","-5.7","0","NA","10.5","0","-30.3","0","","","NA","14.4","0","NA","10.0","4","","","NA","663.3","0.0"
"-114.371","51.105","CALGARY SPRINGBANK A","3031109","AB","-6.3","0","NA","9.3","0","-37.5","0","","","NA","","","NA","","","","","NA","680.6","0.0"
"-113.286","49.201","CARDSTON","3031322","AB","-2.1","3","NA","10.0","3","-29.5","3","","","NA","8.6","3","NA","","2","","","NA","501.4","0.0"
"-113.376","49.001","CARWAY","3031402","AB","-5.3","11","NA","8.3","11","-31.4","11","","","NA","7.1","11","NA","","2","","","NA","396.9","0.0"
"-113.350","50.282","CHAMPION AGDM","3031480","AB","-5.6","0","NA","8.8","0","-30.4","0","","","NA","7.4","0","NA","","2","","","NA","660.3","0.0"
"-113.639","50.004","CLARESHOLM","3031640","AB","-3.5","0","NA","9.9","0","-30.6","0","","","NA","10.4","0","NA","1.0","3","","","NA","601.5","0.0"
"-114.222","51.076","COP UPPER","3031875","AB","-4.5","0","NA","9.2","0","-30.2","0","","","NA","20.9","0","NA","","4","","","NA","630.9","0.0"
"-112.433","50.183","ENCHANT AGDM","3032422","AB","-4.2","0","NA","9.4","0","-30.1","0","","","NA","11.5","0","NA","","3","","","NA","622.8","0.0"
"-112.033","49.800","FINCASTLE AGDM","3032550","AB","-3.8","0","NA","10.9","0","-33.4","0","","","NA","15.6","1","NA","","3","","","NA","609.8","0.0"
"-111.486","49.483","FOREMOST AGDM","3032642","AB","-4.9","1","NA","8.1","1","-36.7","1","","","NA","12.0","5","NA","","4","","","NA","617.5","0.0"
"-113.379","49.786","FORT MACLEOD AGCM","3032683","AB","-3.3","0","NA","9.5","0","-31.3","0","","","NA","8.4","0","NA","","2","","","NA","595.4","0.0"
"-112.941","50.934","GLEICHEN AGCM","3032801","AB","-8.3","0","NA","5.3","0","-31.2","0","","","NA","6.0","0","NA","","2","","","NA","737.5","0.0"
"-111.733","49.874","GRASSY LAKE","3032927","AB","-4.0","0","NA","10.6","0","-33.5","0","","","NA","8.3","1","NA","","3","","","NA","617.1","0.0"
"-112.733","49.900","IRON SPRINGS AGDM","3033498","AB","-3.9","0","NA","9.4","0","-30.2","0","","","NA","9.9","2","NA","","2","","","NA","612.2","0.0"
"-114.292","50.869","PRIDDIS OBSERVATORY","3033505","AB","-5.7","5","NA","9.1","5","-31.5","5","","","NA","18.5","5","NA","","6","","","NA","545.3","0.0"
"-110.261","49.989","IRVINE AGCM","3033550","AB","-4.5","0","NA","7.8","0","-31.6","0","","","NA","6.9","1","NA","","3","","","NA","629.4","0.0"
"-113.631","51.191","KEOMA AGCM","3033620","AB","-7.9","2","NA","9.7","2","-34.2","2","","","NA","11.8","6","NA","","3","","","NA","673.5","0.0"
"-112.299","50.600","LATHOM AGCM","3033770","AB","-6.3","0","NA","9.5","0","-32.9","0","","","NA","7.5","6","NA","","3","","","NA","680.9","0.0"
"-112.799","49.630","LETHBRIDGE","3033875","AB","-3.4","0","NA","10.3","0","-33.0","0","","","NA","1.1","0","NA","","0","","","NA","598.3","0.0"
"-112.763","49.647","LETHBRIDGE AGTECH AGCM","3033877","AB","-3.4","1","NA","10.1","1","-32.5","1","","","NA","11.6","1","NA","","3","","","NA","576.7","0.0"
"-112.768","49.695","LETHBRIDGE CDA","3033890","AB","-2.7","0","NA","10.1","0","-31.4","0","","","NA","","","NA","","","","","NA","580.4","0.0"
"-112.783","49.700","LETHBRIDGE CDA 2","3033892","AB","","","NA","","","","","23.0","0","NA","17.4","0","NA","3.0","5","","","NA","",""
"-112.750","49.683","LETHBRIDGE DEMO FARM AGDM","3033897","AB","-3.3","0","NA","10.1","0","-31.3","0","","","NA","4.0","15","NA","","1","","","NA","596.3","0.0"
"-110.721","50.019","MEDICINE HAT","3034479","AB","-4.3","0","NA","8.1","0","-30.8","0","","","NA","1.3","0","NA","","0","","","NA","623.2","0.0"
"-110.717","50.025","MEDICINE HAT RCS","3034485","AB","-4.5","2","NA","7.7","2","-30.8","2","","","NA","9.3","0","NA","3.0","4","","","NA","585.0","0.0"
"-113.349","50.673","MOSSLEIGH AGCM","3034577","AB","-7.4","1","NA","9.4","1","-33.3","1","","","NA","15.9","5","NA","","4","","","NA","685.6","0.0"
"-114.099","51.369","NIER AGDM","3034795","AB","-6.2","1","NA","8.9","1","-34.6","1","","","NA","14.7","3","NA","","5","","","NA","654.2","0.0"
"-113.997","49.521","PINCHER CREEK","3035198","AB","-3.9","0","NA","8.0","0","-33.5","0","","","NA","9.9","0","NA","","1","","","NA","613.5","0.0"
"-114.005","49.522","PINCHER CREEK CLIMATE","3035208","AB","-3.9","0","NA","7.8","0","-33.7","0","","","NA","","","NA","2.0","","","","NA","614.4","0.0"
"-112.983","50.606","QUEENSTOWN","3035340","AB","-6.4","0","-0.8","7.5","0","-35.5","0","18.0","0","113.0","18.0","0","113.0","0.0","5","","","NA","682.1","0.0"
"-112.803","50.598","QUEENSTOWN","3035342","AB","-6.2","2","NA","7.9","2","-31.7","2","","","NA","11.0","2","NA","","3","","","NA","628.3","0.0"
"-112.117","50.367","RAINIER AGCM","3035355","AB","-5.5","0","NA","10.3","0","-32.7","0","","","NA","9.8","0","NA","","2","","","NA","657.4","0.0"
"-111.213","50.099","RALSTON AGCM","3035362","AB","-5.2","1","NA","8.6","1","-31.3","1","","","NA","5.1","2","NA","","3","","","NA","625.9","0.0"
"-112.683","49.483","RAYMOND AGDM","3035422","AB","-3.3","0","NA","9.3","0","-31.0","0","","","NA","13.0","3","NA","","3","","","NA","597.1","0.0"
"-111.701","50.265","ROLLING HILLS AGCM","3035530","AB","-5.3","0","NA","10.8","0","-34.5","0","","","NA","7.2","3","NA","","3","","","NA","651.1","0.0"
"-112.050","50.833","ROSEMARY AGDM","3035650","AB","-9.4","0","NA","6.0","0","-34.8","0","","","NA","5.8","0","NA","","3","","","NA","766.0","0.0"
"-110.917","49.917","SEVEN PERSONS AGDM","3035845","AB","-5.0","1","NA","6.9","1","-31.8","1","","","NA","12.4","2","NA","","4","","","NA","620.5","0.0"
"-110.215","50.732","SOCIAL PLAINS AGCM","3036040","AB","-8.1","0","NA","4.6","0","-29.5","0","","","NA","4.1","1","NA","","1","","","NA","731.1","0.0"
"-112.982","51.228","STANDARD AGCM","3036086","AB","-7.7","2","NA","6.8","2","-30.7","2","","","NA","3.6","11","NA","","2","","","NA","669.0","0.0"
"-113.883","50.183","STAVELY AAFC","3036099","AB","-5.0","0","NA","8.4","0","-30.8","0","","","NA","14.3","0","NA","7.0","4","","","NA","643.3","0.0"
"-113.283","51.033","STRATHMORE AGDM","3036205","AB","-7.5","0","NA","7.0","0","-30.4","0","","","NA","3.4","22","NA","","1","","","NA","714.5","0.0"
"-112.124","49.792","TABER","3036360","AB","-5.5","18","NA","11.0","14","-33.5","13","23.0","14","NA","23.0","14","NA","","3","","","NA","234.8","0.0"
