"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-113.474","54.003","LEGAL AGCM","3013790","AB","15.9","3","NA","28.1","3","2.0","3","","","NA","123.3","3","NA","","7","","","NA","72.6","17.2"
"-110.579","53.943","LINDBERGH AGDM","3013921","AB","18.7","3","NA","28.0","3","7.8","3","","","NA","82.3","4","NA","","9","","","NA","14.1","33.6"
"-110.073","53.309","LLOYDMINSTER","3013959","AB","17.5","0","NA","29.1","0","7.5","0","","","NA","116.7","0","NA","","8","","","NA","42.3","26.9"
"-110.073","53.309","LLOYDMINSTER A","3013961","AB","17.7","0","3.0","29.0","0","7.5","0","0.0","0","NA","121.4","0","172.0","0.0","8","","","NA","38.7","28.3"
"-111.255","53.456","MANNVILLE AGCM","3014195","AB","16.7","3","NA","29.6","3","6.6","3","","","NA","96.1","3","NA","","8","","","NA","55.4","21.0"
"-110.550","52.017","MONITOR","3014600","AB","","","NA","","","","","0.0","0","NA","56.0","0","72.0","0.0","7","","","NA","",""
"-113.165","53.262","NEW SAREPTA AGCM","3014795","AB","16.1","3","NA","29.6","3","4.3","3","","","NA","126.2","4","NA","","6","","","NA","69.8","19.3"
"-113.350","53.650","OLIVER AGDM","3014921","AB","16.3","3","NA","30.2","3","3.0","3","","","NA","68.6","16","NA","","4","","","NA","68.3","21.7"
"-111.726","53.425","RANFURLY AUTO","3015401","AB","17.7","2","NA","30.0","2","6.8","2","","","NA","49.1","2","NA","","4","","","NA","47.2","39.7"
"-110.343","52.587","RIBSTONE SOUTH AGCM","3015480","AB","16.6","3","NA","30.0","3","5.6","3","","","NA","56.9","3","NA","","6","","","NA","52.3","14.9"
"-110.102","53.019","RIVERCOURSE AGCM","3015501","AB","17.0","3","NA","28.7","3","5.8","3","","","NA","61.0","3","NA","","6","","","NA","45.6","18.4"
"-114.912","52.421","ROCKY MTN HOUSE (AUT)","3015523","AB","14.2","0","NA","29.8","0","-0.8","0","","","NA","129.3","0","NA","","13","","","NA","120.0","4.9"
"-112.422","52.792","ROSALIND AGCM","3015600","AB","16.6","3","NA","32.4","3","5.2","3","","","NA","72.9","3","NA","","9","","","NA","59.6","21.6"
"-111.453","54.282","ST. LINA AGCM","3015673","AB","16.4","3","NA","27.8","3","7.1","3","","","NA","64.8","7","NA","","5","","","NA","55.6","12.1"
"-111.272","54.011","ST. PAUL AGCM","3015676","AB","16.7","3","NA","28.1","3","6.1","3","","","NA","66.0","3","NA","","8","","","NA","53.2","17.3"
"-110.755","51.590","SEDALIA AGCM","3015797","AB","17.7","6","NA","31.9","6","5.1","6","","","NA","15.1","7","NA","","4","","","NA","35.4","28.7"
"-112.539","53.333","SHONTS AGCM","3015900","AB","15.7","3","NA","29.9","3","4.7","3","","","NA","104.8","3","NA","","8","","","NA","74.1","12.4"
"-112.499","54.278","SMOKY LAKE AGDM","3016022","AB","15.9","3","NA","27.8","3","3.7","3","","","NA","79.4","4","NA","","6","","","NA","70.5","14.4"
"-111.683","51.816","SPONDIN AGCM","3016070","AB","16.8","6","NA","31.4","6","4.1","6","","","NA","61.0","6","NA","","6","","","NA","48.8","20.0"
"-112.596","52.347","STETTLER AGDM","3016124","AB","16.5","3","NA","30.9","3","5.3","3","","","NA","77.1","21","NA","","7","","","NA","62.9","22.9"
"-113.895","53.217","THORSBY AGCM","3016441","AB","16.0","4","NA","30.5","4","2.3","4","","","NA","118.4","4","NA","","6","","","NA","66.6","14.1"
"-114.718","53.439","TOMAHAWK AGDM","3016505","AB","15.8","3","NA","30.4","3","1.1","3","","","NA","123.9","3","NA","","5","","","NA","75.8","17.2"
"-110.081","53.664","TULLIBY LAKE AGCM","3016593","AB","16.9","3","NA","29.1","3","4.5","3","","","NA","66.7","3","NA","","8","","","NA","44.6","16.0"
"-113.033","53.500","UNCAS","3016650","AB","","","NA","","","","","0.0","0","NA","143.2","0","NA","0.0","8","","","NA","",""
"-111.678","53.625","TWO HILLS AGDM","3016655","AB","16.7","3","NA","28.9","3","6.1","3","","","NA","39.5","3","NA","","6","","","NA","58.6","23.5"
"-110.882","53.344","VERMILION AGDM","3016802","AB","17.0","3","NA","30.8","3","5.2","3","","","NA","53.2","3","NA","","7","","","NA","48.0","19.9"
"-111.732","53.182","VIKING AGCM","3016841","AB","16.3","4","NA","29.8","4","5.3","4","","","NA","65.3","4","NA","","11","","","NA","64.3","19.1"
"-111.921","54.130","VILNA AGCM","3016852","AB","15.9","3","NA","28.2","3","4.7","3","","","NA","59.4","4","NA","","8","","","NA","66.9","10.6"
"-112.098","53.505","VEGREVILLE","3016GF0","AB","17.3","4","2.9","30.0","4","4.8","4","","","NA","6.1","15","NA","","2","","","NA","45.9","28.9"
"-113.444","52.980","WETASKIWIN AGCM","3017282","AB","15.7","3","NA","30.4","3","4.1","3","","","NA","108.2","6","NA","","7","","","NA","76.8","14.8"
"-111.224","51.491","YOUNGSTOWN AGCM","3017705","AB","17.3","3","NA","32.1","3","5.1","3","","","NA","38.1","3","NA","","6","","","NA","49.2","31.5"
"-114.108","53.547","EDMONTON STONY PLAIN CS","301A001","AB","16.9","0","NA","30.1","0","4.1","0","","","NA","115.1","0","NA","","7","","","NA","65.5","32.6"
"-110.206","51.670","ESTHER 1","301B460","AB","17.7","0","NA","31.9","0","4.6","0","","","NA","46.3","0","NA","","7","","","NA","42.8","34.0"
"-111.096","52.829","WAINWRIGHT CFB AIRFIELD 21","301S001","AB","17.9","0","NA","31.0","0","6.2","0","","","NA","56.6","0","NA","","6","","","NA","45.8","42.1"
"-113.821","54.308","PIBROCH AGCM","301X001","AB","15.3","3","NA","29.2","3","-1.0","3","","","NA","77.2","3","NA","","6","","","NA","83.7","10.9"
"-113.099","53.843","REDWATER INDUSTRIAL AGCM","301X002","AB","17.0","16","NA","29.3","16","6.3","16","","","NA","64.1","16","NA","","3","","","NA","31.7","18.0"
"-110.025","53.358","LLOYDMINSTER LITE","301X003","AB","17.0","3","NA","29.6","3","7.7","3","","","NA","75.9","3","NA","0.0","7","","","NA","43.9","17.9"
"-110.317","51.066","ACADIA VALLEY","3020035","AB","18.3","6","NA","32.0","6","0.0","6","","","NA","11.4","14","NA","","2","","","NA","29.5","37.0"
"-111.006","50.810","ATLEE AGCM","3020405","AB","18.4","6","NA","32.3","6","4.5","6","","","NA","17.7","6","NA","","5","","","NA","31.4","41.5"
"-113.357","51.379","BEISEKER AGCM","3020610","AB","15.6","6","NA","31.7","6","2.5","6","","","NA","55.9","6","NA","","7","","","NA","69.7","10.9"
"-112.803","51.998","BIG VALLEY AGCM","3020679","AB","16.7","4","NA","31.4","4","4.0","4","","","NA","68.5","7","NA","","7","","","NA","60.9","26.4"
"-110.686","50.798","BUFFALO AGCM","3020950","AB","18.0","10","NA","31.3","10","5.1","10","","","NA","13.8","11","NA","","4","","","NA","24.3","24.8"
"-111.221","51.024","CABIN LAKE AGCM","3021000","AB","17.7","3","NA","32.4","3","4.1","3","","","NA","","","NA","","","","","NA","43.9","34.9"
"-110.797","51.067","CAPPON","3021200","AB","17.5","3","NA","32.6","3","3.1","3","","","NA","9.5","5","NA","","4","","","NA","43.8","31.4"
"-110.824","51.276","CEREAL AGCM","3021463","AB","17.3","10","NA","31.9","10","4.4","10","","","NA","15.8","12","NA","","5","","","NA","32.6","19.1"
"-112.252","51.775","CRAIGMYLE AGCM","3021912","AB","16.5","6","NA","31.4","6","3.2","6","","","NA","54.5","6","NA","","5","","","NA","57.4","21.9"
"-112.677","51.445","DRUMHELLER EAST","30221LG","AB","18.8","0","NA","34.0","0","4.9","0","","","NA","43.1","0","NA","","6","","","NA","39.3","63.8"
"-112.097","51.053","FINNEGAN AGCM","3022650","AB","17.7","6","NA","32.5","6","4.2","6","","","NA","1.5","23","NA","","0","","","NA","40.0","33.2"
"-112.135","51.453","HAND HILLS AGCM","3022990","AB","16.7","6","NA","30.6","6","3.8","6","","","NA","49.0","6","NA","","6","","","NA","56.6","25.5"
"-114.486","52.310","HESPERO AGCM","3023200","AB","14.1","3","NA","29.6","3","1.1","3","","","NA","123.1","4","NA","","10","","","NA","109.9","3.5"
"-112.500","51.183","HUSSAR AGDM","3023402","AB","16.4","3","NA","30.2","3","4.9","3","","","NA","51.8","3","NA","","6","","","NA","68.2","26.1"
"-110.359","51.913","KIRRIEMUIR AGCM","3023660","AB","17.4","6","NA","30.3","6","3.8","6","","","NA","40.6","7","NA","","5","","","NA","35.1","21.3"
"-113.756","52.449","LACOMBE CDA 2","3023722","AB","15.8","0","NA","31.3","0","3.7","0","","","NA","107.7","0","NA","","8","","","NA","82.7","17.9"
"-114.473","52.553","LEEDALE AGDM","3023740","AB","13.7","3","NA","30.1","3","-1.0","3","","","NA","84.4","4","NA","","10","","","NA","116.9","1.8"
"-113.656","51.619","LINDEN AGCM","3023850","AB","15.0","6","NA","30.6","6","2.2","6","","","NA","68.9","6","NA","","7","","","NA","78.5","5.7"
"-110.341","49.458","LODGE CREEK","3023900","AB","15.9","6","NA","30.5","6","1.9","6","","","NA","29.7","6","NA","","5","","","NA","59.6","8.1"
"-112.675","51.660","MORRIN AGDM","3024668","AB","16.2","3","NA","31.1","3","3.4","3","","","NA","35.9","3","NA","","4","","","NA","72.7","25.3"
"-114.085","51.759","OLDS AGDM","3024925","AB","14.2","3","NA","30.2","3","1.9","3","","","NA","131.7","3","NA","","8","","","NA","107.9","5.1"
"-110.350","51.383","OYEN AGDM","3024965","AB","17.1","3","NA","31.1","3","4.8","3","","","NA","11.7","3","NA","","4","","","NA","44.2","20.2"
"-111.621","50.740","PATRICIA AGCM","3025013","AB","18.5","6","NA","38.8","6","5.5","6","","","NA","15.0","7","NA","","2","","","NA","30.5","42.2"
"-111.705","51.125","POLLOCKVILLE AGDM","3025243","AB","17.4","3","NA","32.6","3","3.5","3","","","NA","33.3","3","NA","","4","","","NA","50.3","33.5"
"-113.600","52.433","PRENTISS","3025297","AB","15.6","2","NA","30.5","2","4.5","2","","","NA","119.2","5","NA","","7","","","NA","82.0","15.3"
"-113.894","52.182","RED DEER REGIONAL A","3025484","AB","15.4","0","NA","30.8","0","2.8","0","","","NA","172.5","0","NA","","12","","","NA","91.5","13.3"
"-113.620","53.692","ST. ALBERT RESEARCH STATION","3025750","AB","16.5","1","NA","31.1","1","2.3","1","","","NA","121.2","2","NA","","6","","","NA","69.9","25.9"
"-110.091","50.307","SCHULER AGDM","3025768","AB","17.4","4","NA","32.5","4","3.2","4","","","NA","23.9","4","NA","","4","","","NA","41.4","25.0"
"-111.646","51.463","SHEERNESS AGCM","3025890","AB","17.7","6","NA","31.6","6","5.2","6","","","NA","43.3","9","NA","","4","","","NA","44.1","36.2"
"-111.388","51.301","SUNNYNOOK AGCM","3026264","AB","17.1","6","NA","32.1","6","2.9","6","","","NA","36.6","8","NA","","3","","","NA","49.6","28.8"
"-113.206","51.768","THREE HILLS","3026479","AB","15.3","3","NA","30.8","3","1.2","3","","","NA","55.0","3","NA","","8","","","NA","85.7","11.9"
"-111.955","50.895","VERGER","3026800","AB","17.8","6","NA","32.7","6","5.2","6","","","NA","32.2","6","NA","","4","","","NA","35.7","31.7"
"-114.683","51.778","SUNDRE A","3026KNQ","AB","14.0","0","NA","30.9","0","-0.6","0","","","NA","103.3","0","NA","","10","","","NA","122.9","2.5"
"-113.591","51.936","WIMBORNE AGCM","3027582","AB","15.4","6","NA","30.7","6","5.2","6","","","NA","97.8","6","NA","","10","","","NA","71.4","9.0"
"-113.434","49.528","ARDENVILLE","3030200","AB","16.3","6","NA","29.8","6","3.4","6","","","NA","59.5","6","NA","","6","","","NA","55.7","14.8"
"-114.013","50.512","AZURE","3030450","AB","15.6","6","NA","30.0","6","4.3","6","","","NA","73.4","8","NA","","8","","","NA","67.8","11.0"
"-112.300","49.800","BARNWELL AGDM","3030525","AB","17.4","4","NA","32.3","4","2.5","4","","","NA","12.7","4","NA","","4","","","NA","44.9","29.1"
"-113.224","50.026","BARONS AGCM","3030529","AB","16.8","6","NA","32.1","6","3.8","6","","","NA","37.6","6","NA","","5","","","NA","49.1","20.9"
"-112.465","50.893","BASSANO AGCM","3030540","AB","17.2","6","NA","32.3","6","4.9","6","","","NA","25.5","6","NA","","6","","","NA","45.0","25.3"
"-114.152","50.707","BLACK DIAMOND","3030680","AB","14.6","6","NA","28.9","6","2.9","6","","","NA","56.4","6","NA","","6","","","NA","84.3","2.9"
"-113.640","50.546","BLACKIE AGCM","3030690","AB","15.5","6","NA","30.6","6","2.9","6","","","NA","65.0","6","NA","","8","","","NA","66.5","6.6"
"-113.050","49.567","BLOOD TRIBE AGDM","3030720","AB","15.6","3","NA","31.4","3","1.2","3","","","NA","57.6","6","NA","","5","","","NA","78.0","13.0"
"-111.450","49.734","BOW ISLAND","3030768","AB","18.1","0","NA","31.6","0","3.5","0","","","NA","23.5","0","NA","","6","","","NA","40.4","41.9"
"-113.817","49.617","BROCKET AGDM","3030830","AB","16.6","4","NA","30.5","4","3.1","4","","","NA","35.2","3","NA","","4","","","NA","55.9","19.2"
"-110.484","50.339","BULL SPRINGS AGCM","3030879","AB","17.8","8","NA","30.9","8","0.0","8","","","NA","20.9","9","NA","","3","","","NA","30.8","26.6"
"-111.849","50.555","BROOKS","3030QLP","AB","18.1","0","NA","32.6","0","2.0","0","","","NA","16.0","0","NA","","2","","","NA","43.1","47.5"
"-114.013","51.123","CALGARY INTL A","3031092","AB","16.3","0","NA","30.0","0","3.9","0","0.0","0","NA","70.1","0","NA","","10","","","NA","77.9","26.0"
"-114.000","51.109","CALGARY INT'L CS","3031094","AB","15.6","0","NA","29.8","0","3.0","0","","","NA","62.4","0","NA","","9","","","NA","88.1","16.8"
"-114.371","51.105","CALGARY SPRINGBANK A","3031109","AB","13.9","0","NA","29.5","0","0.1","0","","","NA","85.5","0","NA","","9","","","NA","125.3","2.9"
"-113.286","49.201","CARDSTON","3031322","AB","16.0","1","NA","30.2","1","1.5","1","","","NA","70.3","1","NA","","6","","","NA","70.4","13.8"
"-113.376","49.001","CARWAY","3031402","AB","15.2","16","NA","27.8","16","0.2","16","","","NA","6.5","16","NA","","3","","","NA","44.3","4.8"
"-113.350","50.282","CHAMPION AGDM","3031480","AB","16.5","6","NA","31.4","6","4.6","6","","","NA","25.5","6","NA","","4","","","NA","54.1","18.4"
"-113.639","50.004","CLARESHOLM","3031640","AB","16.8","0","NA","32.0","0","2.5","0","","","NA","66.0","0","NA","","7","","","NA","59.1","22.3"
"-114.222","51.076","COP UPPER","3031875","AB","16.1","0","NA","30.6","0","3.7","0","","","NA","68.6","0","NA","","8","","","NA","84.5","26.2"
"-112.433","50.183","ENCHANT AGDM","3032422","AB","16.6","3","NA","30.8","3","2.4","3","","","NA","20.1","3","NA","","5","","","NA","60.9","24.1"
"-112.033","49.800","FINCASTLE AGDM","3032550","AB","18.1","6","NA","32.9","6","3.6","6","","","NA","17.6","8","NA","","3","","","NA","31.9","34.2"
"-111.486","49.483","FOREMOST AGDM","3032642","AB","16.6","3","NA","31.7","3","1.2","3","","","NA","17.5","3","NA","","5","","","NA","57.0","19.4"
"-113.379","49.786","FORT MACLEOD AGCM","3032683","AB","16.5","6","NA","30.9","6","5.7","6","","","NA","80.0","6","NA","","6","","","NA","52.2","15.4"
"-112.941","50.934","GLEICHEN AGCM","3032801","AB","16.5","6","NA","30.6","6","4.2","6","","","NA","53.4","6","NA","","7","","","NA","54.8","18.6"
"-111.733","49.874","GRASSY LAKE","3032927","AB","17.8","3","NA","32.6","3","4.2","3","","","NA","10.3","3","NA","","3","","","NA","41.0","36.4"
"-114.292","50.869","PRIDDIS OBSERVATORY","3033505","AB","14.8","2","NA","28.1","2","3.4","2","","","NA","85.6","2","NA","","8","","","NA","98.0","9.5"
"-110.261","49.989","IRVINE AGCM","3033550","AB","17.9","11","NA","30.3","11","3.3","11","","","NA","45.5","11","NA","","5","","","NA","27.1","24.8"
"-113.631","51.191","KEOMA AGCM","3033620","AB","15.0","6","NA","30.4","6","2.7","6","","","NA","45.2","9","NA","","6","","","NA","78.1","6.0"
"-112.299","50.600","LATHOM AGCM","3033770","AB","17.3","6","NA","31.8","6","4.8","6","","","NA","45.6","9","NA","","4","","","NA","43.1","25.4"
"-112.799","49.630","LETHBRIDGE","3033875","AB","16.9","0","NA","32.8","0","2.2","0","","","NA","24.7","0","NA","","6","","","NA","61.1","27.4"
"-112.763","49.647","LETHBRIDGE AGTECH AGCM","3033877","AB","16.3","3","NA","31.3","3","3.2","3","","","NA","34.2","7","NA","","8","","","NA","62.8","18.1"
"-112.768","49.695","LETHBRIDGE CDA","3033890","AB","17.6","1","NA","32.7","1","3.5","1","","","NA","","","NA","","","","","NA","47.7","36.8"
"-112.783","49.700","LETHBRIDGE CDA 2","3033892","AB","","","NA","","","","","0.0","0","NA","36.6","0","NA","0.0","5","","","NA","",""
"-112.750","49.683","LETHBRIDGE DEMO FARM AGDM","3033897","AB","16.8","5","NA","31.6","5","2.9","5","","","NA","30.8","6","NA","","5","","","NA","51.7","22.6"
"-110.721","50.019","MEDICINE HAT","3034479","AB","19.1","0","NA","32.8","0","4.0","0","","","NA","0.0","8","NA","","0","","","NA","29.7","64.1"
"-110.717","50.025","MEDICINE HAT RCS","3034485","AB","18.7","4","NA","32.7","4","4.3","4","","","NA","6.3","10","NA","0.0","1","","","NA","29.2","48.1"
"-113.349","50.673","MOSSLEIGH AGCM","3034577","AB","16.0","6","NA","31.1","6","3.0","6","","","NA","56.1","6","NA","","8","","","NA","60.0","11.2"
"-114.099","51.369","NIER AGDM","3034795","AB","14.0","3","NA","30.5","3","1.4","3","","","NA","80.4","3","NA","","6","","","NA","113.5","4.6"
"-113.997","49.521","PINCHER CREEK","3035198","AB","15.4","0","NA","29.2","0","2.0","0","","","NA","47.2","0","NA","","2","","","NA","87.3","9.8"
"-114.005","49.522","PINCHER CREEK CLIMATE","3035208","AB","15.4","0","NA","29.2","0","2.3","0","","","NA","53.2","0","NA","","1","","","NA","87.5","9.5"
"-112.983","50.606","QUEENSTOWN","3035340","AB","17.6","0","2.7","32.0","0","5.0","0","0.0","0","NA","31.4","0","41.0","0.0","6","","","NA","52.0","38.9"
"-112.803","50.598","QUEENSTOWN","3035342","AB","17.4","3","NA","31.3","3","4.1","3","","","NA","28.6","3","NA","","4","","","NA","48.8","32.5"
"-112.117","50.367","RAINIER AGCM","3035355","AB","17.8","7","NA","32.5","7","3.0","7","","","NA","18.7","7","NA","","3","","","NA","36.0","30.9"
"-111.213","50.099","RALSTON AGCM","3035362","AB","18.5","6","NA","32.8","6","3.1","6","","","NA","14.7","9","NA","","4","","","NA","27.2","39.6"
"-112.683","49.483","RAYMOND AGDM","3035422","AB","16.9","6","NA","31.7","6","2.8","6","","","NA","30.1","6","NA","","6","","","NA","46.5","20.0"
"-111.701","50.265","ROLLING HILLS AGCM","3035530","AB","18.0","6","NA","32.6","6","2.8","6","","","NA","8.9","6","NA","","3","","","NA","32.6","31.4"
"-112.050","50.833","ROSEMARY AGDM","3035650","AB","17.4","6","NA","32.7","6","4.2","6","","","NA","20.1","7","NA","","4","","","NA","40.5","25.1"
"-110.917","49.917","SEVEN PERSONS AGDM","3035845","AB","18.2","6","NA","32.0","6","1.5","6","","","NA","14.6","6","NA","","3","","","NA","30.4","35.5"
"-110.215","50.732","SOCIAL PLAINS AGCM","3036040","AB","18.3","7","NA","32.8","7","0.0","7","","","NA","25.0","8","NA","","6","","","NA","26.9","34.0"
"-112.982","51.228","STANDARD AGCM","3036086","AB","17.2","5","NA","32.1","5","4.9","5","","","NA","54.4","12","NA","","6","","","NA","53.5","32.3"
"-113.883","50.183","STAVELY AAFC","3036099","AB","15.5","0","NA","29.0","0","2.2","0","","","NA","48.2","0","NA","","6","","","NA","91.7","17.0"
"-113.283","51.033","STRATHMORE AGDM","3036205","AB","16.4","6","NA","30.1","6","5.0","6","","","NA","64.4","8","NA","","7","","","NA","59.9","21.6"
"-112.124","49.792","TABER","3036360","AB","17.9","15","NA","31.0","11","5.0","10","0.0","11","NA","19.2","11","NA","","3","","","NA","26.1","24.3"
"-111.321","50.456","TIDE LAKE AGCM","3036485","AB","18.4","6","NA","33.0","6","3.7","6","","","NA","11.7","6","NA","","4","","","NA","30.1","40.5"
"-112.133","50.050","VAUXHALL CDA CS","3036682","AB","17.7","1","NA","32.6","1","2.3","1","","","NA","","","NA","","","","","NA","47.3","38.0"
"-112.117","49.500","WRENTHAM AGDM","3037675","AB","16.1","3","NA","31.5","3","0.9","3","","","NA","23.4","3","NA","","6","","","NA","68.2","16.0"
