"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-111.272","54.011","ST. PAUL AGCM","3015676","AB","11.6","2","NA","24.6","2","-1.5","2","","","NA","11.8","3","NA","","3","","","NA","178.8","0.0"
"-110.755","51.590","SEDALIA AGCM","3015797","AB","13.8","4","NA","30.3","4","0.3","4","","","NA","35.8","5","NA","","6","","","NA","110.4","2.4"
"-112.539","53.333","SHONTS AGCM","3015900","AB","10.9","4","NA","25.5","4","-1.3","4","","","NA","27.8","5","NA","","2","","","NA","183.4","0.0"
"-112.499","54.278","SMOKY LAKE AGDM","3016022","AB","11.6","2","NA","24.8","2","-0.3","2","","","NA","7.2","3","NA","","2","","","NA","179.0","0.0"
"-111.683","51.816","SPONDIN AGCM","3016070","AB","12.4","4","NA","29.2","4","-1.1","4","","","NA","8.6","6","NA","","4","","","NA","147.2","1.7"
"-112.596","52.347","STETTLER AGDM","3016124","AB","13.1","2","NA","29.2","2","0.4","2","","","NA","28.2","2","NA","","6","","","NA","138.9","1.3"
"-113.895","53.217","THORSBY AGCM","3016441","AB","11.7","2","NA","25.2","2","-2.6","2","","","NA","24.4","3","NA","","5","","","NA","177.7","0.0"
"-114.718","53.439","TOMAHAWK AGDM","3016505","AB","11.4","2","NA","24.9","2","-3.5","2","","","NA","14.5","2","NA","","4","","","NA","184.5","0.0"
"-110.081","53.664","TULLIBY LAKE AGCM","3016593","AB","11.9","3","NA","25.5","2","-3.5","3","","","NA","22.0","5","NA","","4","","","NA","164.4","0.6"
"-113.033","53.500","UNCAS","3016650","AB","","","NA","","","","","0.0","0","NA","24.0","0","NA","0.0","5","","","NA","",""
"-111.678","53.625","TWO HILLS AGDM","3016655","AB","12.9","2","NA","26.0","2","0.9","2","","","NA","8.8","4","NA","","3","","","NA","142.2","0.0"
"-110.882","53.344","VERMILION AGDM","3016802","AB","12.1","2","NA","25.4","2","-3.3","2","","","NA","17.6","3","NA","","3","","","NA","165.3","0.4"
"-111.732","53.182","VIKING AGCM","3016841","AB","12.7","2","NA","26.4","2","0.5","2","","","NA","16.6","3","NA","","4","","","NA","149.8","0.0"
"-111.921","54.130","VILNA AGCM","3016852","AB","11.6","10","NA","25.2","10","-3.3","10","","","NA","0.8","18","NA","","0","","","NA","127.2","0.0"
"-112.098","53.505","VEGREVILLE","3016GF0","AB","11.7","0","1.5","26.7","0","-1.7","0","","","NA","7.5","0","19.0","","3","","","NA","190.0","0.3"
"-113.444","52.980","WETASKIWIN AGCM","3017282","AB","11.4","2","NA","25.9","2","-2.2","2","","","NA","37.9","23","NA","","4","","","NA","183.7","0.0"
"-111.224","51.491","YOUNGSTOWN AGCM","3017705","AB","13.9","2","NA","30.1","2","0.0","2","","","NA","22.6","3","NA","","6","","","NA","122.0","6.2"
"-114.108","53.547","EDMONTON STONY PLAIN CS","301A001","AB","12.9","0","NA","24.5","0","-0.3","0","","","NA","32.7","0","NA","","4","","","NA","154.7","0.3"
"-110.206","51.670","ESTHER 1","301B460","AB","14.6","3","NA","30.9","3","-1.4","3","","","NA","11.5","3","NA","","3","","","NA","101.0","8.3"
"-111.096","52.829","WAINWRIGHT CFB AIRFIELD 21","301S001","AB","13.4","0","NA","27.4","0","0.4","0","","","NA","12.3","0","NA","","2","","","NA","139.6","0.9"
"-113.821","54.308","PIBROCH AGCM","301X001","AB","10.4","2","NA","25.4","2","-3.1","2","","","NA","5.2","2","NA","","2","","","NA","213.1","0.0"
"-113.099","53.843","REDWATER INDUSTRIAL AGCM","301X002","AB","12.8","4","NA","24.6","4","-1.8","4","","","NA","6.1","6","NA","","2","","","NA","134.0","0.0"
"-110.025","53.358","LLOYDMINSTER LITE","301X003","AB","12.5","2","NA","27.1","2","-1.4","2","","","NA","12.3","4","NA","0.0","3","","","NA","153.1","0.2"
"-110.317","51.066","ACADIA VALLEY","3020035","AB","15.0","4","NA","30.9","4","3.4","4","","","NA","8.0","5","NA","","2","","","NA","87.6","10.1"
"-111.006","50.810","ATLEE AGCM","3020405","AB","14.7","4","NA","31.3","4","1.7","4","","","NA","6.2","4","NA","","2","","","NA","93.9","8.8"
"-113.357","51.379","BEISEKER AGCM","3020610","AB","11.6","4","NA","30.1","4","-3.8","4","","","NA","10.8","7","NA","","5","","","NA","167.4","0.9"
"-112.803","51.998","BIG VALLEY AGCM","3020679","AB","13.4","2","NA","29.2","2","2.1","2","","","NA","27.9","3","NA","","5","","","NA","130.6","2.8"
"-110.686","50.798","BUFFALO AGCM","3020950","AB","15.1","4","NA","31.0","4","1.5","4","","","NA","9.8","5","NA","","3","","","NA","89.3","14.4"
"-111.221","51.024","CABIN LAKE AGCM","3021000","AB","14.1","2","NA","31.2","2","-0.8","2","","","NA","","","NA","","","","","NA","114.1","6.1"
"-110.797","51.067","CAPPON","3021200","AB","14.0","2","NA","30.6","2","-2.3","2","","","NA","6.2","4","NA","","2","","","NA","120.0","7.3"
"-110.824","51.276","CEREAL AGCM","3021463","AB","13.9","4","NA","30.9","4","-0.1","4","","","NA","8.3","4","NA","","2","","","NA","112.7","6.8"
"-112.252","51.775","CRAIGMYLE AGCM","3021912","AB","12.5","4","NA","29.4","4","-0.2","4","","","NA","24.0","5","NA","","6","","","NA","143.4","1.0"
"-112.677","51.445","DRUMHELLER EAST","30221LG","AB","14.9","0","NA","32.2","0","1.2","0","","","NA","11.3","0","NA","","6","","","NA","99.5","7.2"
"-112.097","51.053","FINNEGAN AGCM","3022650","AB","13.5","4","NA","30.8","4","-1.0","4","","","NA","12.6","22","NA","","3","","","NA","121.9","4.0"
"-112.135","51.453","HAND HILLS AGCM","3022990","AB","12.8","6","NA","28.7","6","1.0","6","","","NA","13.7","6","NA","","5","","","NA","126.6","1.2"
"-114.486","52.310","HESPERO AGCM","3023200","AB","10.6","2","NA","27.0","2","-2.4","2","","","NA","6.3","2","NA","","2","","","NA","206.0","0.0"
"-112.500","51.183","HUSSAR AGDM","3023402","AB","13.4","2","NA","28.8","2","1.2","2","","","NA","35.0","3","NA","","5","","","NA","132.5","2.9"
"-110.359","51.913","KIRRIEMUIR AGCM","3023660","AB","13.6","4","NA","29.7","4","-0.2","4","","","NA","15.0","4","NA","","4","","","NA","117.6","2.3"
"-113.756","52.449","LACOMBE CDA 2","3023722","AB","11.6","0","NA","27.5","0","-2.5","0","","","NA","26.3","0","NA","","3","","","NA","191.2","0.3"
"-114.473","52.553","LEEDALE AGDM","3023740","AB","10.1","2","NA","26.6","2","-5.1","2","","","NA","14.7","7","NA","","5","","","NA","222.5","0.0"
"-113.656","51.619","LINDEN AGCM","3023850","AB","11.0","4","NA","29.7","4","-1.9","4","","","NA","11.9","4","NA","","3","","","NA","181.1","0.0"
"-110.341","49.458","LODGE CREEK","3023900","AB","13.0","4","NA","29.9","4","-2.0","4","","","NA","31.9","4","NA","","7","","","NA","129.6","0.6"
"-112.675","51.660","MORRIN AGDM","3024668","AB","12.7","3","NA","29.7","2","0.1","3","","","NA","24.8","4","NA","","7","","","NA","142.4","0.3"
"-114.085","51.759","OLDS AGDM","3024925","AB","11.8","2","NA","28.7","2","-1.7","2","","","NA","14.7","2","NA","","4","","","NA","175.2","0.3"
"-110.350","51.383","OYEN AGDM","3024965","AB","14.6","3","NA","30.3","3","0.8","3","","","NA","55.3","5","NA","","5","","","NA","101.0","9.0"
"-111.621","50.740","PATRICIA AGCM","3025013","AB","14.0","4","NA","31.1","4","-0.3","4","","","NA","12.7","4","NA","","3","","","NA","108.1","4.4"
"-111.705","51.125","POLLOCKVILLE AGDM","3025243","AB","13.4","2","NA","30.7","2","-1.0","2","","","NA","16.2","2","NA","","3","","","NA","131.7","1.6"
"-113.600","52.433","PRENTISS","3025297","AB","13.0","3","NA","27.5","3","0.2","3","","","NA","5.6","4","NA","","2","","","NA","135.0","0.0"
"-113.894","52.182","RED DEER REGIONAL A","3025484","AB","11.6","0","NA","27.6","0","-1.6","0","","","NA","21.8","0","NA","","5","","","NA","193.3","0.0"
"-113.620","53.692","ST. ALBERT RESEARCH STATION","3025750","AB","11.9","0","NA","25.9","0","-3.2","0","","","NA","17.4","0","NA","","4","","","NA","185.2","1.0"
"-110.091","50.307","SCHULER AGDM","3025768","AB","15.0","2","NA","31.5","2","0.0","2","","","NA","12.8","4","NA","","1","","","NA","97.1","13.7"
"-111.646","51.463","SHEERNESS AGCM","3025890","AB","13.9","4","NA","30.1","4","1.7","4","","","NA","18.2","7","NA","","5","","","NA","111.1","4.9"
"-111.388","51.301","SUNNYNOOK AGCM","3026264","AB","12.6","4","NA","30.6","4","-1.4","4","","","NA","27.5","8","NA","","5","","","NA","140.8","1.6"
"-113.206","51.768","THREE HILLS","3026479","AB","11.8","2","NA","29.7","2","-1.9","2","","","NA","16.7","3","NA","","4","","","NA","175.8","1.0"
"-111.955","50.895","VERGER","3026800","AB","13.2","4","NA","30.9","4","-1.6","4","","","NA","11.0","10","NA","","3","","","NA","127.5","1.5"
"-114.683","51.778","SUNDRE A","3026KNQ","AB","10.3","0","NA","28.6","0","-4.0","0","","","NA","19.9","0","NA","","5","","","NA","230.3","0.0"
"-113.591","51.936","WIMBORNE AGCM","3027582","AB","11.5","4","NA","28.5","4","-0.8","4","","","NA","26.9","4","NA","","3","","","NA","170.3","0.6"
"-113.434","49.528","ARDENVILLE","3030200","AB","13.5","4","NA","28.9","4","1.7","4","","","NA","38.0","5","NA","","4","","","NA","126.5","8.5"
"-114.013","50.512","AZURE","3030450","AB","12.4","5","NA","30.3","5","-1.7","5","","","NA","32.5","7","NA","","6","","","NA","143.4","4.3"
"-112.300","49.800","BARNWELL AGDM","3030525","AB","15.1","2","NA","31.5","2","-0.3","2","","","NA","47.9","2","NA","","2","","","NA","97.5","15.2"
"-113.224","50.026","BARONS AGCM","3030529","AB","13.2","4","NA","30.9","4","-2.0","4","","","NA","19.8","6","NA","","1","","","NA","128.3","4.2"
"-112.465","50.893","BASSANO AGCM","3030540","AB","13.1","4","NA","30.9","4","0.5","4","","","NA","16.6","4","NA","","5","","","NA","132.7","4.0"
"-114.152","50.707","BLACK DIAMOND","3030680","AB","11.6","4","NA","29.5","4","-3.8","4","","","NA","32.0","5","NA","","5","","","NA","166.3","0.0"
"-113.640","50.546","BLACKIE AGCM","3030690","AB","11.7","4","NA","29.8","4","-3.6","4","","","NA","28.9","5","NA","","3","","","NA","163.7","0.2"
"-113.050","49.567","BLOOD TRIBE AGDM","3030720","AB","13.5","2","NA","30.4","2","-1.0","2","","","NA","26.2","8","NA","","4","","","NA","131.3","4.7"
"-111.450","49.734","BOW ISLAND","3030768","AB","15.3","0","NA","31.1","0","0.6","0","","","NA","8.8","0","NA","","3","","","NA","95.7","15.1"
"-113.817","49.617","BROCKET AGDM","3030830","AB","13.3","2","NA","28.3","2","1.2","2","","","NA","31.9","2","NA","","5","","","NA","135.8","4.0"
"-110.484","50.339","BULL SPRINGS AGCM","3030879","AB","15.4","4","NA","31.4","4","0.5","4","","","NA","42.1","5","NA","","2","","","NA","83.6","16.5"
"-111.849","50.555","BROOKS","3030QLP","AB","14.3","0","NA","31.5","0","-0.3","0","","","NA","9.7","0","NA","","3","","","NA","118.2","7.1"
"-114.013","51.123","CALGARY INTL A","3031092","AB","13.4","0","NA","28.7","0","-0.6","0","0.0","0","NA","18.8","0","NA","","5","","","NA","142.6","5.7"
"-114.000","51.109","CALGARY INT'L CS","3031094","AB","13.2","0","NA","28.5","0","-0.8","0","","","NA","16.4","0","NA","","5","","","NA","150.8","7.0"
"-114.371","51.105","CALGARY SPRINGBANK A","3031109","AB","11.1","0","NA","28.3","0","-3.4","0","","","NA","20.3","0","NA","","4","","","NA","208.3","0.6"
"-113.286","49.201","CARDSTON","3031322","AB","13.3","0","NA","28.1","0","-0.8","0","","","NA","32.4","0","NA","","5","","","NA","146.2","3.9"
"-113.376","49.001","CARWAY","3031402","AB","11.9","4","NA","27.0","4","0.3","4","","","NA","49.5","4","NA","","5","","","NA","160.2","0.4"
"-113.350","50.282","CHAMPION AGDM","3031480","AB","12.9","4","NA","30.4","4","-2.6","4","","","NA","23.9","5","NA","","4","","","NA","135.0","2.7"
"-113.639","50.004","CLARESHOLM","3031640","AB","13.5","0","NA","31.1","0","-1.7","0","","","NA","28.3","0","NA","","4","","","NA","141.8","7.2"
"-114.222","51.076","COP UPPER","3031875","AB","13.2","0","NA","28.4","0","1.3","0","","","NA","14.3","0","NA","","3","","","NA","148.6","4.9"
"-112.433","50.183","ENCHANT AGDM","3032422","AB","14.2","2","NA","29.6","2","1.2","2","","","NA","18.4","2","NA","","2","","","NA","114.9","7.7"
"-111.054","49.553","ETZIKOM AGCM","3032450","AB","15.1","2","NA","31.5","2","1.2","2","","","NA","8.5","3","NA","","2","","","NA","94.8","13.6"
"-112.033","49.800","FINCASTLE AGDM","3032550","AB","15.1","4","NA","31.6","4","1.6","4","","","NA","13.2","12","NA","","2","","","NA","84.3","10.0"
"-111.486","49.483","FOREMOST AGDM","3032642","AB","15.0","2","NA","31.0","2","1.1","2","","","NA","11.0","4","NA","","2","","","NA","97.6","13.0"
"-113.379","49.786","FORT MACLEOD AGCM","3032683","AB","13.4","4","NA","30.2","4","-1.2","4","","","NA","28.2","4","NA","","3","","","NA","126.1","5.7"
"-112.941","50.934","GLEICHEN AGCM","3032801","AB","13.2","4","NA","30.0","4","-0.3","4","","","NA","34.3","4","NA","","5","","","NA","128.4","2.5"
"-111.733","49.874","GRASSY LAKE","3032927","AB","15.5","2","NA","31.7","2","-0.2","2","","","NA","11.6","2","NA","","1","","","NA","85.7","16.3"
"-110.261","49.989","IRVINE AGCM","3033550","AB","15.6","4","NA","31.8","4","2.7","4","","","NA","19.4","4","NA","","3","","","NA","80.6","19.1"
"-113.631","51.191","KEOMA AGCM","3033620","AB","12.0","4","NA","30.3","4","-2.2","4","","","NA","17.1","8","NA","","5","","","NA","159.2","2.2"
"-112.299","50.600","LATHOM AGCM","3033770","AB","13.5","4","NA","30.7","4","0.4","4","","","NA","13.2","6","NA","","4","","","NA","123.5","5.2"
"-112.799","49.630","LETHBRIDGE","3033875","AB","14.1","0","NA","31.7","0","-1.5","0","","","NA","20.6","0","NA","","3","","","NA","127.1","11.1"
"-112.763","49.647","LETHBRIDGE AGTECH AGCM","3033877","AB","13.6","2","NA","29.7","2","-0.1","2","","","NA","30.8","7","NA","","4","","","NA","128.9","5.4"
"-112.768","49.695","LETHBRIDGE CDA","3033890","AB","15.0","0","NA","31.7","0","0.1","0","","","NA","","","NA","","","","","NA","104.5","14.5"
"-112.783","49.700","LETHBRIDGE CDA 2","3033892","AB","","","NA","","","","","0.0","0","NA","26.8","0","NA","0.0","3","","","NA","",""
"-112.750","49.683","LETHBRIDGE DEMO FARM AGDM","3033897","AB","14.7","2","NA","31.5","2","-0.1","2","","","NA","24.4","10","NA","","2","","","NA","106.1","12.9"
"-110.721","50.019","MEDICINE HAT","3034479","AB","16.3","0","NA","31.9","0","2.2","0","","","NA","0.0","9","NA","","0","","","NA","74.2","23.6"
"-110.717","50.025","MEDICINE HAT RCS","3034485","AB","16.4","0","NA","31.9","0","3.0","0","","","NA","13.7","0","NA","","3","","","NA","73.1","23.7"
"-113.349","50.673","MOSSLEIGH AGCM","3034577","AB","12.3","4","NA","30.5","4","-2.5","4","","","NA","22.1","5","NA","","3","","","NA","150.1","1.2"
"-114.099","51.369","NIER AGDM","3034795","AB","11.7","2","NA","27.8","2","-2.8","2","","","NA","13.4","2","NA","","5","","","NA","179.0","1.3"
"-113.997","49.521","PINCHER CREEK","3035198","AB","12.4","0","NA","27.3","0","-0.4","0","","","NA","59.4","0","NA","","4","","","NA","170.6","3.5"
"-114.005","49.522","PINCHER CREEK CLIMATE","3035208","AB","12.5","3","NA","27.1","3","-0.1","3","","","NA","10.8","3","NA","","2","","","NA","150.9","3.4"
"-112.983","50.606","QUEENSTOWN","3035340","AB","14.5","0","2.9","30.5","0","2.5","0","0.0","0","0.0","20.0","0","46.0","0.0","2","","","NA","116.2","12.3"
"-112.803","50.598","QUEENSTOWN","3035342","AB","14.5","3","NA","30.5","3","0.7","3","","","NA","20.0","3","NA","","3","","","NA","104.0","9.4"
"-112.117","50.367","RAINIER AGCM","3035355","AB","14.2","2","NA","30.8","2","-0.7","2","","","NA","12.8","2","NA","","2","","","NA","111.5","5.5"
"-111.213","50.099","RALSTON AGCM","3035362","AB","15.4","4","NA","31.3","4","0.7","4","","","NA","44.9","5","NA","","3","","","NA","86.0","18.6"
"-112.683","49.483","RAYMOND AGDM","3035422","AB","13.8","4","NA","31.3","4","-0.3","4","","","NA","20.7","8","NA","","3","","","NA","116.3","8.0"
"-111.701","50.265","ROLLING HILLS AGCM","3035530","AB","14.2","4","NA","31.0","4","-1.3","4","","","NA","52.8","4","NA","","3","","","NA","106.3","7.3"
"-112.050","50.833","ROSEMARY AGDM","3035650","AB","12.8","4","NA","31.2","4","-1.5","4","","","NA","9.7","5","NA","","3","","","NA","137.5","1.8"
"-110.917","49.917","SEVEN PERSONS AGDM","3035845","AB","15.2","4","NA","31.3","4","1.1","4","","","NA","55.7","5","NA","","3","","","NA","85.8","14.2"
"-110.215","50.732","SOCIAL PLAINS AGCM","3036040","AB","15.2","4","NA","31.2","4","-0.7","4","","","NA","54.1","4","NA","","3","","","NA","88.3","14.4"
"-112.982","51.228","STANDARD AGCM","3036086","AB","13.7","4","NA","30.2","4","0.9","4","","","NA","20.6","11","NA","","6","","","NA","117.4","5.9"
"-113.883","50.183","STAVELY AAFC","3036099","AB","12.8","0","NA","27.8","0","0.3","0","","","NA","40.7","0","NA","","4","","","NA","163.0","6.0"
"-113.283","51.033","STRATHMORE AGDM","3036205","AB","12.9","4","NA","28.9","4","1.1","4","","","NA","18.5","4","NA","","6","","","NA","136.1","2.2"
"-112.124","49.792","TABER","3036360","AB","15.6","18","NA","31.0","13","4.5","14","0.0","13","NA","13.4","13","NA","","2","","","NA","31.2","2.9"
"-111.321","50.456","TIDE LAKE AGCM","3036485","AB","14.6","4","NA","31.3","4","-2.3","4","","","NA","32.5","4","NA","","3","","","NA","97.6","9.3"
