"Long","Lat","Stn_Name","Clim_ID","Prov_or_Ter","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-113.350","50.282","CHAMPION AGDM","3031480","AB","18.9","12","NA","35.9","12","4.3","12","","","NA","24.7","12","NA","","6","","","NA","15.3","32.9"
"-113.639","50.004","CLARESHOLM","3031640","AB","18.4","0","NA","35.4","0","3.9","0","","","NA","52.5","0","NA","0.0","7","","","NA","30.4","44.1"
"-114.222","51.076","COP UPPER","3031875","AB","17.7","0","NA","33.1","0","7.1","0","","","NA","81.1","0","NA","","10","","","NA","44.0","33.6"
"-112.433","50.183","ENCHANT AGDM","3032422","AB","19.4","8","NA","33.9","8","0.0","8","","","NA","26.4","9","NA","","5","","","NA","12.5","43.6"
"-111.054","49.553","ETZIKOM AGCM","3032450","AB","20.3","8","NA","39.8","8","4.7","8","","","NA","33.7","9","NA","","4","","","NA","7.3","59.2"
"-112.033","49.800","FINCASTLE AGDM","3032550","AB","20.8","10","NA","37.7","10","6.5","10","","","NA","6.5","21","NA","","3","","","NA","1.4","60.8"
"-111.486","49.483","FOREMOST AGDM","3032642","AB","20.3","8","NA","38.5","8","4.7","8","","","NA","6.3","8","NA","","3","","","NA","7.8","60.5"
"-113.379","49.786","FORT MACLEOD AGCM","3032683","AB","18.8","10","NA","34.7","10","4.9","10","","","NA","17.4","10","NA","","2","","","NA","13.8","31.1"
"-112.941","50.934","GLEICHEN AGCM","3032801","AB","18.9","8","NA","35.7","8","6.0","8","","","NA","11.5","8","NA","","3","","","NA","13.6","34.3"
"-111.733","49.874","GRASSY LAKE","3032927","AB","20.6","8","NA","37.3","8","7.4","8","","","NA","4.5","8","NA","","2","","","NA","2.4","62.5"
"-114.292","50.869","PRIDDIS OBSERVATORY","3033505","AB","14.4","27","NA","28.2","27","5.6","27","","","NA","3.6","27","NA","","1","","","NA","16.8","2.2"
"-110.261","49.989","IRVINE AGCM","3033550","AB","21.3","14","NA","38.9","14","8.8","14","","","NA","15.9","15","NA","","2","","","NA","1.3","57.9"
"-113.631","51.191","KEOMA AGCM","3033620","AB","17.4","8","NA","35.6","8","2.4","8","","","NA","49.7","10","NA","","7","","","NA","31.0","16.2"
"-112.299","50.600","LATHOM AGCM","3033770","AB","20.0","10","NA","36.3","10","7.0","10","","","NA","42.4","10","NA","","2","","","NA","8.6","51.3"
"-112.799","49.630","LETHBRIDGE","3033875","AB","19.4","0","NA","37.2","0","4.8","0","","","NA","17.3","0","NA","","7","","","NA","20.8","63.9"
"-112.763","49.647","LETHBRIDGE AGTECH AGCM","3033877","AB","19.1","8","NA","35.8","8","5.7","8","","","NA","9.0","16","NA","","2","","","NA","12.9","37.8"
"-112.768","49.695","LETHBRIDGE CDA","3033890","AB","20.3","1","NA","36.9","1","8.2","1","","","NA","","","NA","","","","","NA","9.1","78.8"
"-112.783","49.700","LETHBRIDGE CDA 2","3033892","AB","","","NA","","","","","0.0","2","NA","23.2","2","NA","0.0","6","","","NA","",""
"-112.750","49.683","LETHBRIDGE DEMO FARM AGDM","3033897","AB","19.6","8","NA","35.2","8","7.1","8","","","NA","15.6","9","NA","","4","","","NA","8.0","44.1"
"-110.721","50.019","MEDICINE HAT","3034479","AB","21.2","0","NA","39.1","0","8.7","0","","","NA","0.0","10","NA","","0","","","NA","5.7","105.4"
"-110.717","50.025","MEDICINE HAT RCS","3034485","AB","21.4","1","NA","38.9","1","8.7","1","","","NA","37.6","1","NA","","5","","","NA","6.1","107.6"
"-113.349","50.673","MOSSLEIGH AGCM","3034577","AB","18.0","10","NA","36.3","10","0.0","10","","","NA","27.9","11","NA","","4","","","NA","22.2","22.3"
"-114.099","51.369","NIER AGDM","3034795","AB","16.4","8","NA","33.4","8","3.4","8","","","NA","52.0","8","NA","","7","","","NA","49.2","12.5"
"-113.997","49.521","PINCHER CREEK","3035198","AB","17.7","0","NA","35.6","0","3.4","0","","","NA","23.0","0","NA","","5","","","NA","45.3","36.7"
"-114.005","49.522","PINCHER CREEK CLIMATE","3035208","AB","17.7","2","NA","35.6","2","3.9","2","","","NA","13.4","2","NA","","4","","","NA","44.7","35.5"
"-112.983","50.606","QUEENSTOWN","3035340","AB","19.6","0","1.7","36.0","0","6.5","0","0.0","0","NA","21.1","0","39.0","0.0","5","","","NA","21.7","71.5"
"-112.803","50.598","QUEENSTOWN","3035342","AB","19.2","2","NA","36.5","2","5.1","2","","","NA","17.2","2","NA","","3","","","NA","26.7","60.3"
"-112.117","50.367","RAINIER AGCM","3035355","AB","20.5","8","NA","36.7","8","7.1","8","","","NA","16.7","9","NA","","2","","","NA","4.8","61.4"
"-111.213","50.099","RALSTON AGCM","3035362","AB","21.6","10","NA","38.7","10","8.3","10","","","NA","11.4","11","NA","","3","","","NA","0.3","75.3"
"-112.683","49.483","RAYMOND AGDM","3035422","AB","19.6","9","NA","37.9","9","4.8","9","","","NA","7.8","11","NA","","2","","","NA","10.7","45.8"
"-111.701","50.265","ROLLING HILLS AGCM","3035530","AB","20.4","10","NA","38.7","10","3.8","10","","","NA","20.3","10","NA","","2","","","NA","6.4","56.6"
"-112.050","50.833","ROSEMARY AGDM","3035650","AB","19.3","8","NA","35.3","8","3.5","8","","","NA","29.5","8","NA","","3","","","NA","11.4","41.9"
"-110.917","49.917","SEVEN PERSONS AGDM","3035845","AB","21.0","10","NA","37.9","10","7.4","10","","","NA","9.1","10","NA","","2","","","NA","1.5","64.5"
"-110.215","50.732","SOCIAL PLAINS AGCM","3036040","AB","20.4","8","NA","38.4","8","8.1","8","","","NA","19.1","8","NA","","4","","","NA","3.9","60.2"
"-112.982","51.228","STANDARD AGCM","3036086","AB","19.1","8","NA","35.8","8","6.5","8","","","NA","44.5","11","NA","","7","","","NA","14.5","40.1"
"-113.883","50.183","STAVELY AAFC","3036099","AB","17.5","0","NA","33.8","0","5.2","0","","","NA","69.3","0","NA","","7","","","NA","52.9","36.4"
"-113.283","51.033","STRATHMORE AGDM","3036205","AB","19.0","14","NA","34.3","14","7.7","14","","","NA","27.4","17","NA","","4","","","NA","12.8","30.2"
"-112.124","49.792","TABER","3036360","AB","20.4","14","NA","37.5","9","8.5","10","0.0","9","NA","16.2","9","NA","0.0","4","","","NA","2.9","43.6"
